"matrix","wgcna_power","GCNA_module","best_matching_WGCNA_module","best_jaccard_overlap","best_jaccard_distance"
"unprotected","power1","Vitvi08g01333","pink",0.0340775558166862,0.965922444183314
"unprotected","power1","Vitvi08g01617","magenta",0.019471488178025,0.980528511821975
"unprotected","power1","Vitvi08g01846","brown",0.002776492364646,0.997223507635354
"unprotected","power1","Vitvi08g01897","turquoise",0.00686168291802095,0.993138317081979
"unprotected","power1","Vitvi08g02218","magenta",0.0711354309165527,0.928864569083447
"unprotected","power1","Vitvi08g02288","red",0.0380258899676375,0.961974110032362
"unprotected","power1","Vitvi09g00419","red",0.0802919708029197,0.91970802919708
"unprotected","power1","Vitvi09g00867","magenta",0.0808926080892608,0.919107391910739
"unprotected","power1","Vitvi09g01646","black",0.00553097345132743,0.994469026548673
"unprotected","power1","Vitvi09g01698","black",0.0277469478357381,0.972253052164262
"unprotected","power1","Vitvi09g04280","magenta",0.0783475783475783,0.921652421652422
"unprotected","power1","Vitvi10g00562","turquoise",0.257147994964934,0.742852005035066
"unprotected","power1","Vitvi10g00984","magenta",0.0954415954415954,0.904558404558405
"unprotected","power1","Vitvi10g01812","turquoise",0.0634694241397754,0.936530575860225
"unprotected","power1","Vitvi10g04044","magenta",0.0927246790299572,0.907275320970043
"unprotected","power1","Vitvi10g04085","magenta",0.0110650069156293,0.988934993084371
"unprotected","power1","Vitvi10g04276","turquoise",0.166335919177341,0.833664080822659
"unprotected","power1","Vitvi10g04282","black",0.00647948164146868,0.993520518358531
"unprotected","power1","Vitvi10g04464","lightcyan",0.0730769230769231,0.926923076923077
"unprotected","power1","Vitvi10g04504","magenta",0.100689655172414,0.899310344827586
"unprotected","power1","Vitvi11g00075","blue",0.0620989917506874,0.937901008249313
"unprotected","power1","Vitvi11g00217","magenta",0.134349030470914,0.865650969529086
"unprotected","power1","Vitvi11g00285","turquoise",0.0346758172295467,0.965324182770453
"unprotected","power1","Vitvi11g00286","magenta",0.0713450292397661,0.928654970760234
"unprotected","power1","Vitvi11g01637","pink",0.0399032648125756,0.960096735187424
"unprotected","power1","Vitvi12g00368","pink",0.0306242638398115,0.969375736160188
"unprotected","power1","Vitvi12g01776","green",0.065458796025716,0.934541203974284
"unprotected","power1","Vitvi12g01881","blue",0.0223387280601778,0.977661271939822
"unprotected","power1","Vitvi12g01882","red",0.0134069400630915,0.986593059936908
"unprotected","power1","Vitvi12g01921","red",0.0435483870967742,0.956451612903226
"unprotected","power1","Vitvi12g02011","red",0.0445705024311183,0.955429497568882
"unprotected","power1","Vitvi12g02633","red",0.0657467532467532,0.934253246753247
"unprotected","power1","Vitvi12g04108","red",0.0803571428571429,0.919642857142857
"unprotected","power1","Vitvi12g04404","red",0.0794165316045381,0.920583468395462
"unprotected","power1","Vitvi12g04463","red",0.0535279805352798,0.94647201946472
"unprotected","power1","Vitvi12g04498","red",0.0470397404703974,0.952960259529603
"unprotected","power1","Vitvi12g04515","red",0.0235008103727715,0.976499189627228
"unprotected","power1","Vitvi12g04518","black",0.0132304299889746,0.986769570011025
"unprotected","power1","Vitvi12g04543","black",0.0370774263904035,0.962922573609597
"unprotected","power1","Vitvi12g04545","red",0.0329581993569132,0.967041800643087
"unprotected","power1","Vitvi12g04595","magenta",0.0482954545454545,0.951704545454545
"unprotected","power1","Vitvi12g04598","red",0.0632090761750405,0.936790923824959
"unprotected","power1","Vitvi12g04607","red",0.0713128038897893,0.928687196110211
"unprotected","power1","Vitvi12g04630","green",0.0759345794392523,0.924065420560748
"unprotected","power1","Vitvi13g00004","turquoise",0.0881557598702001,0.9118442401298
"unprotected","power1","Vitvi13g00551","turquoise",0.0133381398702235,0.986661860129777
"unprotected","power1","Vitvi13g01098","blue",0.0939841089670829,0.906015891032917
"unprotected","power1","Vitvi13g01468","magenta",0.137005649717514,0.862994350282486
"unprotected","power1","Vitvi13g01608","magenta",0.0368794326241135,0.963120567375886
"unprotected","power1","Vitvi13g01616","magenta",0.0652482269503546,0.934751773049645
"unprotected","power1","Vitvi13g01638","magenta",0.0835694050991501,0.91643059490085
"unprotected","power1","Vitvi13g01984","magenta",0.0783475783475783,0.921652421652422
"unprotected","power1","Vitvi13g04528","magenta",0.155367231638418,0.844632768361582
"unprotected","power1","Vitvi13g04529","magenta",0.160056657223796,0.839943342776204
"unprotected","power1","Vitvi13g04677","magenta",0.0661971830985915,0.933802816901408
"unprotected","power1","Vitvi13g04698","magenta",0.0619834710743802,0.93801652892562
"unprotected","power1","Vitvi13g04706","magenta",0.121640735502122,0.878359264497878
"unprotected","power1","Vitvi14g00438","blue",0.0457351932311914,0.954264806768809
"unprotected","power1","Vitvi14g01926","turquoise",0.00108459869848156,0.998915401301518
"unprotected","power1","Vitvi14g04416","lightcyan",0.0897959183673469,0.910204081632653
"unprotected","power1","Vitvi15g01247","black",0.0966666666666667,0.903333333333333
"unprotected","power1","Vitvi16g00901","magenta",0.00570613409415121,0.994293865905849
"unprotected","power1","Vitvi16g04295","turquoise",0.0914997292907417,0.908500270709258
"unprotected","power1","Vitvi16g04448","red",0.0194331983805668,0.980566801619433
"unprotected","power1","Vitvi17g00339","black",0.00220994475138122,0.997790055248619
"unprotected","power1","Vitvi17g00461","red",0.031502423263328,0.968497576736672
"unprotected","power1","Vitvi17g00704","turquoise",0.103979921118681,0.89602007888132
"unprotected","power1","Vitvi17g00936","blue",0.171921749136939,0.828078250863061
"unprotected","power1","Vitvi17g01373","black",0.0214723926380368,0.978527607361963
"unprotected","power1","Vitvi18g00174","magenta",0.0916784203102962,0.908321579689704
"unprotected","power1","Vitvi18g00191","red",0.033306255077173,0.966693744922827
"unprotected","power1","Vitvi18g00462","magenta",0.0433017591339648,0.956698240866035
"unprotected","power1","Vitvi18g00473","turquoise",0.0122566690699351,0.987743330930065
"unprotected","power1","Vitvi18g02222","magenta",0.0683760683760684,0.931623931623932
"unprotected","power1","Vitvi18g02825","magenta",0.00851063829787234,0.991489361702128
"unprotected","power1","Vitvi18g02837","blue",0.118254879448909,0.881745120551091
"unprotected","power1","Vitvi18g04551","black",0.0911111111111111,0.908888888888889
"unprotected","power1","Vitvi18g04640","green",0.0666666666666667,0.933333333333333
"unprotected","power1","Vitvi19g00270","blue",0.16921322690992,0.83078677309008
"unprotected","power1","Vitvi19g00476","magenta",0.0905233380480905,0.909476661951909
"unprotected","power1","Vitvi19g00709","magenta",0.0955777460770328,0.904422253922967
"unprotected","power1","Vitvi19g01484","blue",0.1209547854028,0.8790452145972
"unprotected","power1","Vitvi19g01610","magenta",0.139402560455192,0.860597439544808
"unprotected","power1","Vitvi19g01612","magenta",0.117397454031117,0.882602545968883
"unprotected","power1","Vitvi19g01720","red",0.080226904376013,0.919773095623987
"unprotected","power1","Vitvi19g01790","magenta",0.0389261744966443,0.961073825503356
"unprotected","power1","Vitvi19g04572","magenta",0.128022759601707,0.871977240398293
"unprotected","power10","Vitvi00g04005","greenyellow",0.0234042553191489,0.976595744680851
"unprotected","power10","Vitvi00g04006","salmon",0.0466200466200466,0.953379953379953
"unprotected","power10","Vitvi00g04313","cyan",0.0412979351032448,0.958702064896755
"unprotected","power10","Vitvi00g04500","darkturquoise",0.137614678899083,0.862385321100917
"unprotected","power10","Vitvi00g04634","darkturquoise",0.129464285714286,0.870535714285714
"unprotected","power10","Vitvi00g04728","darkturquoise",0.140909090909091,0.859090909090909
"unprotected","power10","Vitvi01g00463","yellow",0.071969696969697,0.928030303030303
"unprotected","power10","Vitvi01g00508","blue",0.132858546168959,0.867141453831041
"unprotected","power10","Vitvi01g00612","darkred",0.0446096654275093,0.955390334572491
"unprotected","power10","Vitvi01g00656","turquoise",0.239763350459287,0.760236649540713
"unprotected","power10","Vitvi01g01038","blue",0.068193008370261,0.931806991629739
"unprotected","power10","Vitvi01g01701","yellow",0.0379867046533713,0.962013295346629
"unprotected","power10","Vitvi01g01751","red",0.168978562421185,0.831021437578815
"unprotected","power10","Vitvi01g02242","red",0.129722921914358,0.870277078085642
"unprotected","power10","Vitvi01g04056","black",0.091264667535854,0.908735332464146
"unprotected","power10","Vitvi01g04115","yellow",0.0473098330241187,0.952690166975881
"unprotected","power10","Vitvi01g04132","cyan",0.0477611940298507,0.952238805970149
"unprotected","power10","Vitvi02g00032","turquoise",0.190786412284784,0.809213587715216
"unprotected","power10","Vitvi02g00086","darkred",0.0526315789473684,0.947368421052632
"unprotected","power10","Vitvi02g00429","blue",0.128659286592866,0.871340713407134
"unprotected","power10","Vitvi02g00446","blue",0.111383709519136,0.888616290480864
"unprotected","power10","Vitvi02g01355","turquoise",0.0674559900295996,0.9325440099704
"unprotected","power10","Vitvi02g01360","darkred",0.0172413793103448,0.982758620689655
"unprotected","power10","Vitvi02g04106","blue",0.131469217561933,0.868530782438067
"unprotected","power10","Vitvi02g04134","red",0.157828282828283,0.842171717171717
"unprotected","power10","Vitvi02g04135","red",0.164141414141414,0.835858585858586
"unprotected","power10","Vitvi03g00318","yellow",0.0019047619047619,0.998095238095238
"unprotected","power10","Vitvi03g00692","turquoise",0.0753690753690754,0.924630924630925
"unprotected","power10","Vitvi03g01258","cyan",0.102040816326531,0.897959183673469
"unprotected","power10","Vitvi03g01809","salmon",0.187817258883249,0.812182741116751
"unprotected","power10","Vitvi03g04266","yellow",0.0549763033175355,0.945023696682464
"unprotected","power10","Vitvi03g04466","cyan",0.056047197640118,0.943952802359882
"unprotected","power10","Vitvi04g00017","brown4",0.0147058823529412,0.985294117647059
"unprotected","power10","Vitvi04g01325","darkturquoise",0.140969162995595,0.859030837004405
"unprotected","power10","Vitvi04g01375","darkturquoise",0.126126126126126,0.873873873873874
"unprotected","power10","Vitvi04g01550","blue",0.2145659637077,0.7854340362923
"unprotected","power10","Vitvi04g01887","blue",0.0847874170557877,0.915212582944212
"unprotected","power10","Vitvi04g02114","orangered4",0.0153846153846154,0.984615384615385
"unprotected","power10","Vitvi04g04010","yellow",0.0552380952380952,0.944761904761905
"unprotected","power10","Vitvi04g04011","yellow",0.0628571428571429,0.937142857142857
"unprotected","power10","Vitvi04g04029","cyan",0.0324483775811209,0.967551622418879
"unprotected","power10","Vitvi05g00108","blue",0.105120630231413,0.894879369768587
"unprotected","power10","Vitvi05g00675","blue",0.0402157920549289,0.959784207945071
"unprotected","power10","Vitvi05g00726","greenyellow",0.0161616161616162,0.983838383838384
"unprotected","power10","Vitvi05g01579","salmon",0.132832080200501,0.867167919799499
"unprotected","power10","Vitvi05g01674","greenyellow",0.0666666666666667,0.933333333333333
"unprotected","power10","Vitvi05g02234","red",0.10314465408805,0.89685534591195
"unprotected","power10","Vitvi05g04062","salmon",0.0780856423173804,0.92191435768262
"unprotected","power10","Vitvi05g04232","darkturquoise",0.0466101694915254,0.953389830508475
"unprotected","power10","Vitvi05g04487","red",0.0783817951959545,0.921618204804046
"unprotected","power10","Vitvi05g04494","red",0.118686868686869,0.881313131313131
"unprotected","power10","Vitvi06g01410","orangered4",0.0165745856353591,0.983425414364641
"unprotected","power10","Vitvi06g01618","yellow",0.0849056603773585,0.915094339622642
"unprotected","power10","Vitvi06g04121","yellow",0.0638095238095238,0.936190476190476
"unprotected","power10","Vitvi07g00283","orangered4",0.0367647058823529,0.963235294117647
"unprotected","power10","Vitvi07g00523","blue",0.177783227072094,0.822216772927906
"unprotected","power10","Vitvi07g00890","red",0.13510101010101,0.86489898989899
"unprotected","power10","Vitvi07g01267","turquoise",0.115384615384615,0.884615384615385
"unprotected","power10","Vitvi07g01315","salmon",0.164179104477612,0.835820895522388
"unprotected","power10","Vitvi07g01342","turquoise",0.0684120305438679,0.931587969456132
"unprotected","power10","Vitvi07g01407","darkred",0.0576923076923077,0.942307692307692
"unprotected","power10","Vitvi07g01719","pink",0.0204724409448819,0.979527559055118
"unprotected","power10","Vitvi07g01829","blue",0.161725067385445,0.838274932614555
"unprotected","power10","Vitvi07g02323","red",0.161616161616162,0.838383838383838
"unprotected","power10","Vitvi07g03086","pink",0.10377358490566,0.89622641509434
"unprotected","power10","Vitvi08g00795","darkturquoise",0.133333333333333,0.866666666666667
"unprotected","power10","Vitvi08g00957","tan",0.0191846522781775,0.980815347721823
"unprotected","power10","Vitvi08g01235","red",0.133333333333333,0.866666666666667
"unprotected","power10","Vitvi08g01333","cyan",0.0805555555555556,0.919444444444444
"unprotected","power10","Vitvi08g01617","yellow",0.0198300283286119,0.980169971671388
"unprotected","power10","Vitvi08g01846","darkred",0.00865800865800866,0.991341991341991
"unprotected","power10","Vitvi08g01897","yellow",0.00738007380073801,0.992619926199262
"unprotected","power10","Vitvi08g02218","cyan",0.0670103092783505,0.93298969072165
"unprotected","power10","Vitvi08g02288","lightgreen",0.169550173010381,0.830449826989619
"unprotected","power10","Vitvi09g00419","salmon",0.204030226700252,0.795969773299748
"unprotected","power10","Vitvi09g00867","yellow",0.0584905660377358,0.941509433962264
"unprotected","power10","Vitvi09g01646","steelblue",0.00641025641025641,0.993589743589744
"unprotected","power10","Vitvi09g01698","pink",0.0401284109149278,0.959871589085072
"unprotected","power10","Vitvi09g04280","yellow",0.0534351145038168,0.946564885496183
"unprotected","power10","Vitvi10g00562","turquoise",0.22698239601184,0.77301760398816
"unprotected","power10","Vitvi10g00984","yellow",0.0638703527168732,0.936129647283127
"unprotected","power10","Vitvi10g01812","turquoise",0.0669781931464174,0.933021806853583
"unprotected","power10","Vitvi10g04044","yellow",0.0610104861773117,0.938989513822688
"unprotected","power10","Vitvi10g04085","yellow",0.0150659133709981,0.984934086629002
"unprotected","power10","Vitvi10g04276","turquoise",0.144859813084112,0.855140186915888
"unprotected","power10","Vitvi10g04282","blue",0.007885657959586,0.992114342040414
"unprotected","power10","Vitvi10g04464","darkturquoise",0.132743362831858,0.867256637168142
"unprotected","power10","Vitvi10g04504","yellow",0.0884030418250951,0.911596958174905
"unprotected","power10","Vitvi11g00075","blue",0.073909830007391,0.926090169992609
"unprotected","power10","Vitvi11g00217","yellow",0.102079395085066,0.897920604914934
"unprotected","power10","Vitvi11g00285","turquoise",0.029736883076444,0.970263116923556
"unprotected","power10","Vitvi11g00286","yellow",0.0794871794871795,0.920512820512821
"unprotected","power10","Vitvi11g01637","cyan",0.101492537313433,0.898507462686567
"unprotected","power10","Vitvi12g00368","royalblue",0.102362204724409,0.897637795275591
"unprotected","power10","Vitvi12g01776","red",0.141414141414141,0.858585858585859
"unprotected","power10","Vitvi12g01881","orange",0.0433526011560694,0.956647398843931
"unprotected","power10","Vitvi12g01882","greenyellow",0.04149377593361,0.95850622406639
"unprotected","power10","Vitvi12g01921","salmon",0.125319693094629,0.874680306905371
"unprotected","power10","Vitvi12g02011","salmon",0.121134020618557,0.878865979381443
"unprotected","power10","Vitvi12g02633","salmon",0.150375939849624,0.849624060150376
"unprotected","power10","Vitvi12g04108","salmon",0.157766990291262,0.842233009708738
"unprotected","power10","Vitvi12g04404","salmon",0.201005025125628,0.798994974874372
"unprotected","power10","Vitvi12g04463","salmon",0.141025641025641,0.858974358974359
"unprotected","power10","Vitvi12g04498","salmon",0.15,0.85
"unprotected","power10","Vitvi12g04515","salmon",0.073490813648294,0.926509186351706
"unprotected","power10","Vitvi12g04518","pink",0.0207006369426752,0.979299363057325
"unprotected","power10","Vitvi12g04543","pink",0.05320813771518,0.94679186228482
"unprotected","power10","Vitvi12g04545","salmon",0.0966921119592875,0.903307888040712
"unprotected","power10","Vitvi12g04595","yellow",0.0323501427212179,0.967649857278782
"unprotected","power10","Vitvi12g04598","salmon",0.156565656565657,0.843434343434343
"unprotected","power10","Vitvi12g04607","salmon",0.193877551020408,0.806122448979592
"unprotected","power10","Vitvi12g04630","red",0.163934426229508,0.836065573770492
"unprotected","power10","Vitvi13g00004","turquoise",0.0771984435797665,0.922801556420233
"unprotected","power10","Vitvi13g00551","turquoise",0.0135514018691589,0.986448598130841
"unprotected","power10","Vitvi13g01098","blue",0.115394058433587,0.884605941566413
"unprotected","power10","Vitvi13g01468","yellow",0.0929791271347249,0.907020872865275
"unprotected","power10","Vitvi13g01608","yellow",0.0247148288973384,0.975285171102662
"unprotected","power10","Vitvi13g01616","yellow",0.0477099236641221,0.952290076335878
"unprotected","power10","Vitvi13g01638","yellow",0.0590476190476191,0.940952380952381
"unprotected","power10","Vitvi13g01984","yellow",0.0534351145038168,0.946564885496183
"unprotected","power10","Vitvi13g04528","yellow",0.10636277302944,0.89363722697056
"unprotected","power10","Vitvi13g04529","yellow",0.108365019011407,0.891634980988593
"unprotected","power10","Vitvi13g04677","yellow",0.0514285714285714,0.948571428571429
"unprotected","power10","Vitvi13g04698","yellow",0.0477975632614808,0.952202436738519
"unprotected","power10","Vitvi13g04706","yellow",0.0846812559467174,0.915318744053283
"unprotected","power10","Vitvi14g00438","blue",0.058896007885658,0.941103992114342
"unprotected","power10","Vitvi14g01926","orangered4",0.0357142857142857,0.964285714285714
"unprotected","power10","Vitvi14g04416","darkturquoise",0.124423963133641,0.875576036866359
"unprotected","power10","Vitvi15g01247","pink",0.0907692307692308,0.909230769230769
"unprotected","power10","Vitvi16g00901","yellow",0.00381679389312977,0.99618320610687
"unprotected","power10","Vitvi16g04295","turquoise",0.080411407199626,0.919588592800374
"unprotected","power10","Vitvi16g04448","salmon",0.0411311053984576,0.958868894601542
"unprotected","power10","Vitvi17g00339","greenyellow",0.00442477876106195,0.995575221238938
"unprotected","power10","Vitvi17g00461","salmon",0.1015625,0.8984375
"unprotected","power10","Vitvi17g00704","turquoise",0.0922766749379653,0.907723325062035
"unprotected","power10","Vitvi17g00936","blue",0.183001719479243,0.816998280520757
"unprotected","power10","Vitvi17g01373","blue",0.0233874938453964,0.976612506154604
"unprotected","power10","Vitvi18g00174","yellow",0.0645773979107312,0.935422602089269
"unprotected","power10","Vitvi18g00191","salmon",0.0582278481012658,0.941772151898734
"unprotected","power10","Vitvi18g00462","yellow",0.0371057513914657,0.962894248608534
"unprotected","power10","Vitvi18g00473","darkred",0.0232558139534884,0.976744186046512
"unprotected","power10","Vitvi18g02222","yellow",0.0467557251908397,0.95324427480916
"unprotected","power10","Vitvi18g02825","yellow",0.00570342205323194,0.994296577946768
"unprotected","power10","Vitvi18g02837","blue",0.128469663473348,0.871530336526652
"unprotected","power10","Vitvi18g04551","pink",0.12280701754386,0.87719298245614
"unprotected","power10","Vitvi18g04640","red",0.144121365360303,0.855878634639697
"unprotected","power10","Vitvi19g00270","blue",0.190429447852761,0.809570552147239
"unprotected","power10","Vitvi19g00476","yellow",0.0657769304099142,0.934223069590086
"unprotected","power10","Vitvi19g00709","yellow",0.0629170638703527,0.937082936129647
"unprotected","power10","Vitvi19g01484","blue",0.131630648330059,0.868369351669941
"unprotected","power10","Vitvi19g01610","yellow",0.0922930542340628,0.907706945765937
"unprotected","power10","Vitvi19g01612","yellow",0.0828571428571429,0.917142857142857
"unprotected","power10","Vitvi19g01720","salmon",0.159806295399516,0.840193704600484
"unprotected","power10","Vitvi19g01790","yellow",0.0331797235023042,0.966820276497696
"unprotected","power10","Vitvi19g04572","yellow",0.0867492850333651,0.913250714966635
"unprotected","power20","Vitvi00g04005","tan",0.0371287128712871,0.962871287128713
"unprotected","power20","Vitvi00g04006","tan",0.0725995316159251,0.927400468384075
"unprotected","power20","Vitvi00g04313","lightgreen",0.0619834710743802,0.93801652892562
"unprotected","power20","Vitvi00g04500","lightyellow",0.149321266968326,0.850678733031674
"unprotected","power20","Vitvi00g04634","lightyellow",0.140969162995595,0.859030837004405
"unprotected","power20","Vitvi00g04728","lightyellow",0.142222222222222,0.857777777777778
"unprotected","power20","Vitvi01g00463","red",0.123364485981308,0.876635514018692
"unprotected","power20","Vitvi01g00508","blue",0.11704834605598,0.88295165394402
"unprotected","power20","Vitvi01g00612","skyblue",0.0688073394495413,0.931192660550459
"unprotected","power20","Vitvi01g00656","turquoise",0.266426642664266,0.733573357335734
"unprotected","power20","Vitvi01g01038","blue",0.0593975392448027,0.940602460755197
"unprotected","power20","Vitvi01g01701","red",0.0664136622390892,0.933586337760911
"unprotected","power20","Vitvi01g01751","green",0.211023622047244,0.788976377952756
"unprotected","power20","Vitvi01g02242","green",0.158307210031348,0.841692789968652
"unprotected","power20","Vitvi01g04056","yellow",0.0894117647058824,0.910588235294118
"unprotected","power20","Vitvi01g04115","red",0.0774774774774775,0.922522522522523
"unprotected","power20","Vitvi01g04132","lightgreen",0.0669456066945607,0.933054393305439
"unprotected","power20","Vitvi02g00032","turquoise",0.2193315266486,0.7806684733514
"unprotected","power20","Vitvi02g00086","skyblue",0.110132158590308,0.889867841409692
"unprotected","power20","Vitvi02g00429","blue",0.112454911945682,0.887545088054318
"unprotected","power20","Vitvi02g00446","blue",0.0989826197541331,0.901017380245867
"unprotected","power20","Vitvi02g01355","turquoise",0.0716353111432706,0.928364688856729
"unprotected","power20","Vitvi02g01360","skyblue",0.0386740331491713,0.961325966850829
"unprotected","power20","Vitvi02g04106","blue",0.115865282779072,0.884134717220928
"unprotected","power20","Vitvi02g04134","green",0.197160883280757,0.802839116719243
"unprotected","power20","Vitvi02g04135","green",0.205047318611987,0.794952681388013
"unprotected","power20","Vitvi03g00318","black",0.00404040404040404,0.995959595959596
"unprotected","power20","Vitvi03g00692","turquoise",0.0862944162436548,0.913705583756345
"unprotected","power20","Vitvi03g01258","lightgreen",0.128,0.872
"unprotected","power20","Vitvi03g01809","tan",0.219948849104859,0.780051150895141
"unprotected","power20","Vitvi03g04266","red",0.0698529411764706,0.930147058823529
"unprotected","power20","Vitvi03g04466","lightgreen",0.0693877551020408,0.930612244897959
"unprotected","power20","Vitvi04g00017","turquoise",0.00819373634377276,0.991806263656227
"unprotected","power20","Vitvi04g01325","lightyellow",0.152173913043478,0.847826086956522
"unprotected","power20","Vitvi04g01375","lightyellow",0.132743362831858,0.867256637168142
"unprotected","power20","Vitvi04g01550","blue",0.188891244435022,0.811108755564978
"unprotected","power20","Vitvi04g01887","blue",0.074623701505194,0.925376298494806
"unprotected","power20","Vitvi04g02114","red",0.00747663551401869,0.992523364485981
"unprotected","power20","Vitvi04g04010","red",0.109615384615385,0.890384615384615
"unprotected","power20","Vitvi04g04011","red",0.122840690978887,0.877159309021113
"unprotected","power20","Vitvi04g04029","lightgreen",0.0452674897119342,0.954732510288066
"unprotected","power20","Vitvi05g00108","blue",0.0909862142099682,0.909013785790032
"unprotected","power20","Vitvi05g00675","blue",0.0383799830364716,0.961620016963528
