"PC","gene","contribution_pct","loading","TAIR10_locus_tag","Athal_common_name","Athal_homology_pct","Athal_TAIR10_homolog_description"
2,"Vitvi04g04011",0.546585148480548,0.0739313971517209,"AT5G25930","",63.429,"NP_197965.1 kiNAse family with leucine-rich repeat domain-containing protein [Arabidopsis thaliana]"
2,"Vitvi19g01610",0.544113738597267,0.0737640656822323,"AT3G14470","",33.534,"NP_188065.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana]"
2,"Vitvi05g01579",0.528152374271674,-0.0726740926514858,"AT3G54420","EP3",64.835,"NP_191010.1 homolog of carrot EP3-3 chitiNAse [Arabidopsis thaliana]"
2,"Vitvi04g04010",0.449085267821136,0.0670138245305502,"AT5G25930","",68.519,"NP_197965.1 kiNAse family with leucine-rich repeat domain-containing protein [Arabidopsis thaliana]"
2,"Vitvi13g01638",0.442011383679172,0.0664839366824177,"AT3G14470","",37.378,"NP_188065.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana]"
2,"Vitvi19g04572",0.403239864497816,0.0635011704221124,"","",NA,"a match not found in blastP with e-value<0.000001"
2,"Vitvi12g00036",0.382883013404313,0.0618775414350242,"AT1G06520","GPAT1",58.673,"NP_563768.1 glycerol-3-phosphate acyltransferase 1 [Arabidopsis thaliana]"
2,"Vitvi04g04012",0.366097536210579,0.0605059944311785,"AT5G25930","",42.216,"NP_197965.1 kiNAse family with leucine-rich repeat domain-containing protein [Arabidopsis thaliana]"
2,"Vitvi11g01446",0.365052125577657,0.0604195436574671,"AT5G20230","BCB",46.032,"NP_197523.1 blue-copper-binding protein [Arabidopsis thaliana]"
2,"Vitvi13g04528",0.361856310596978,0.060154493647356,"AT3G14470","",40.472,"NP_188065.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana]"
2,"Vitvi03g00500",0.324881931013989,0.0569984149791895,"AT4G34410","RRTF1",47.826,"NP_195167.1 redox responsive transcription factor 1 [Arabidopsis thaliana]"
2,"Vitvi15g04461",0.323752133115974,-0.0568992208308667,"","",NA,"a match not found in blastP with e-value<0.000001"
2,"Vitvi09g00419",0.315696389839148,-0.0561868658886709,"AT1G12220","RPS5",39.812,"NP_001323155.1 Disease resistance protein (CC-NBS-LRR class) family [Arabidopsis thaliana]"
2,"Vitvi13g01468",0.309284776793547,0.055613377598699,"AT3G14470","",40.205,"NP_188065.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana]"
2,"Vitvi12g00368",0.306173890768451,0.0553329820964361,"AT5G41060","",42.268,"NP_198922.1 DHHC-type zinc finger family protein [Arabidopsis thaliana]"
2,"Vitvi10g04044",0.302925041452592,0.0550386265683104,"AT4G04770","ABCI8",79.141,"NP_192386.1 ATP binding cassette protein 1 [Arabidopsis thaliana]"
2,"Vitvi03g00752",0.294388901969797,0.0542576171583121,"AT2G14610","PR1",64.706,"NP_179068.1 pathogenesis-related protein 1 [Arabidopsis thaliana]"
2,"Vitvi08g02249",0.284213480050667,-0.0533116760241757,"AT3G52500","",40.94,"NP_566966.1 Eukaryotic aspartyl protease family protein [Arabidopsis thaliana]"
2,"Vitvi08g01235",0.27773154445038,0.0527002414084016,"AT3G21420","LBO1",40.116,"NP_566685.1 2-oxoglutarate (2OG) and Fe(II)-dependent oxygeNAse superfamily protein [Arabidopsis thaliana]"
2,"Vitvi19g01612",0.277477086092317,0.0526760938274961,"AT3G07820","",46.524,"NP_187439.1 Pectin lyase-like superfamily protein [Arabidopsis thaliana]"
2,"Vitvi02g00407",0.264164851775597,0.0513969699277688,"AT1G63030","ddf2",51.923,"NP_176491.1 Integrase-type DNA-binding superfamily protein [Arabidopsis thaliana]"
2,"Vitvi19g01720",0.260224690688871,-0.0510122231125905,"","",NA,"a match not found in blastP with e-value<0.000001"
2,"Vitvi08g01434",0.254940642971912,0.0504916471282045,"AT3G52600","CWINV2",63.021,"NP_190828.2 cell wall invertase 2 [Arabidopsis thaliana]"
2,"Vitvi09g00241",0.247444069137036,-0.0497437502744853,"AT4G29990","",49.467,"NP_194728.1 Leucine-rich repeat transmembrane protein kiNAse protein [Arabidopsis thaliana]"
2,"Vitvi12g04523",0.239019304485483,-0.048889600579825,"","",NA,"a match not found in blastP with e-value<0.000001"
2,"Vitvi06g04156",0.236998193791781,0.0486824602697708,"AT4G17870","PYR1",62.667,"NP_193521.1 Polyketide cyclase/dehydrase and lipid transport superfamily protein [Arabidopsis thaliana]"
2,"Vitvi08g02288",0.23178787396927,-0.0481443531444,"AT2G36780","",52.12,"NP_181216.1 UDP-Glycosyltransferase superfamily protein [Arabidopsis thaliana]"
2,"Vitvi05g04232",0.228524493142377,-0.0478042354966981,"AT4G05200","CRK25",33.071,"NP_192429.1 cysteine-rich RLK (RECEPTOR-like protein kiNAse) 25 [Arabidopsis thaliana]"
2,"Vitvi04g01233",0.224521588682923,-0.0473837090868711,"AT3G50740","UGT72E1",46.256,"NP_566938.1 UDP-glucosyl transferase 72E1 [Arabidopsis thaliana]"
2,"Vitvi04g04354",0.2228956471353,-0.0472118255456512,"AT3G11480","BSMT1",49.819,"NP_187755.2 S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [Arabidopsis thaliana]"
2,"Vitvi18g04003",0.21738142056957,0.0466241804828321,"AT1G16150","WAKL4",45.559,"NP_001319018.1 wall associated kiNAse-like 4 [Arabidopsis thaliana]"
2,"Vitvi03g04246",0.204637163600529,0.0452368393679896,"AT2G14580","PRB1",64.744,"NP_179064.1 basic pathogenesis-related protein 1 [Arabidopsis thaliana]"
2,"Vitvi13g02083",0.203658586364546,0.045128548211143,"AT3G56160","",61.458,"NP_001326518.1 Sodium Bile acid symporter family [Arabidopsis thaliana]"
2,"Vitvi12g01921",0.203605528098592,-0.0451226692582112,"AT3G14470","",43.193,"NP_188065.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana]"
2,"Vitvi08g01528",0.201818631204577,0.0449242285637246,"AT3G52970","CYP76G1",44.622,"NP_190865.2 cytochrome P450, family 76, subfamily G, polypeptide 1 [Arabidopsis thaliana]"
2,"Vitvi12g02678",0.201698084816254,-0.0449108099254795,"AT3G14470","",37.284,"NP_188065.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana]"
2,"Vitvi13g04325",0.199302825349321,-0.0446433450078868,"","",NA,"a match not found in blastP with e-value<0.000001"
2,"Vitvi14g01046",0.198702835732233,0.0445760962548576,"AT5G03490","",51.316,"NP_195969.1 UDP-Glycosyltransferase superfamily protein [Arabidopsis thaliana]"
2,"Vitvi14g01859",0.196483573119181,-0.044326467614641,"AT3G28345","ABCB15",77.778,"NP_189475.1 ABC transporter family protein [Arabidopsis thaliana]"
2,"Vitvi04g00352",0.193787501205873,0.0440213017987738,"AT5G25610","RD22",49.13,"NP_197943.1 BURP domain-containing protein [Arabidopsis thaliana]"
2,"Vitvi04g04009",0.193547977704841,0.0439940879783683,"AT5G25930","",61.29,"NP_197965.1 kiNAse family with leucine-rich repeat domain-containing protein [Arabidopsis thaliana]"
2,"Vitvi12g04404",0.192717502180108,-0.0438996016132388,"AT3G54630","",42.548,"NP_191024.1 kinetochore protein [Arabidopsis thaliana]"
2,"Vitvi14g04653",0.192628501763962,-0.0438894636289807,"AT3G25060","",48.108,"NP_189142.1 Tetratricopeptide repeat (TPR)-like superfamily protein [Arabidopsis thaliana]"
2,"Vitvi11g00045",0.192012710339103,0.0438192549387941,"AT1G19210","",55.051,"NP_173355.3 Integrase-type DNA-binding superfamily protein [Arabidopsis thaliana]"
2,"Vitvi13g04744",0.191719013513343,-0.0437857298115886,"AT3G14470","",33.204,"NP_188065.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana]"
2,"Vitvi14g01128",0.186196302553487,0.0431504695864932,"AT3G18280","",46.512,"NP_188456.1 BifunctioNAl inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Arabidopsis thaliana]"
2,"Vitvi13g01889",0.184243758681682,-0.0429236250428225,"AT1G53350","",36.279,"NP_001319213.1 Disease resistance protein (CC-NBS-LRR class) family [Arabidopsis thaliana]"
3,"Vitvi16g01546",0.869938706228036,-0.0932705047819532,"AT4G36550","",37.179,"NP_195373.6 ARM repeat superfamily protein [Arabidopsis thaliana]"
3,"Vitvi12g02066",0.824153815837862,-0.0907829177674888,"AT4G27190","",28.821,"NP_194449.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana]"
3,"Vitvi08g01235",0.798422836347239,-0.0893545094747455,"AT3G21420","LBO1",40.116,"NP_566685.1 2-oxoglutarate (2OG) and Fe(II)-dependent oxygeNAse superfamily protein [Arabidopsis thaliana]"
3,"Vitvi07g02323",0.719484876950747,-0.0848224543945026,"AT3G51850","CPK13",78.947,"NP_001326349.1 calcium-dependent protein kiNAse 13 [Arabidopsis thaliana]"
3,"Vitvi10g01679",0.650284194861172,-0.08064020057398,"","",NA,"a match not found in blastP with e-value<0.000001"
3,"Vitvi01g01751",0.615977508120204,-0.0784842346028936,"AT3G51550","FER",55.06,"NP_190723.1 Malectin/receptor-like protein kiNAse family protein [Arabidopsis thaliana]"
3,"Vitvi12g04563",0.608386221961987,-0.0779991167874347,"","",NA,"a match not found in blastP with e-value<0.000001"
3,"Vitvi12g04630",0.570479163274587,-0.0755300710495222,"AT4G26090","RPS2",25.683,"NP_194339.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana]"
3,"Vitvi18g04752",0.542517719768481,-0.0736558021997236,"AT4G12010","",35.281,"NP_192938.1 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana]"
3,"Vitvi18g02451",0.519317961181738,-0.0720637191089759,"AT5G23960","TPS21",42.593,"NP_001190374.1 terpene synthase 21 [Arabidopsis thaliana]"
3,"Vitvi04g04009",0.513678933272059,-0.0716713982891404,"AT5G25930","",61.29,"NP_197965.1 kiNAse family with leucine-rich repeat domain-containing protein [Arabidopsis thaliana]"
3,"Vitvi07g00890",0.467462389283014,-0.0683712212325489,"AT3G07040","RPM1",32.585,"NP_187360.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana]"
3,"Vitvi19g04259",0.463167490344908,-0.0680564097161251,"AT5G35810","",30.592,"NP_198430.1 Ankyrin repeat family protein [Arabidopsis thaliana]"
3,"Vitvi10g04088",0.462534806787907,-0.0680099115414737,"","",NA,"a match not found in blastP with e-value<0.000001"
3,"Vitvi18g04003",0.430355879995788,-0.0656015152260821,"AT1G16150","WAKL4",45.559,"NP_001319018.1 wall associated kiNAse-like 4 [Arabidopsis thaliana]"
3,"Vitvi04g00193",0.422160327700587,-0.0649738661078889,"AT1G19250","FMO1",62.906,"NP_173359.3 flavin-dependent monooxygeNAse 1 [Arabidopsis thaliana]"
3,"Vitvi09g01214",0.396975705402518,0.063006008078795,"AT3G47570","",46.223,"NP_566892.1 Leucine-rich repeat protein kiNAse family protein [Arabidopsis thaliana]"
3,"Vitvi00g04728",0.372290142140524,-0.0610155834308355,"AT2G33800","EMB3113",59.14,"NP_180936.1 Ribosomal protein S5 family protein [Arabidopsis thaliana]"
3,"Vitvi12g04076",0.335250524585254,-0.0579008224972024,"AT4G03500","",37.069,"NP_001328395.1 Ankyrin repeat family protein [Arabidopsis thaliana]"
3,"Vitvi12g04597",0.332942472337009,0.0577011674350709,"AT4G26090","RPS2",29.442,"NP_194339.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana]"
3,"Vitvi18g02720",0.321139074704074,-0.0566691339888015,"AT4G31940","CYP82C4",54.528,"NP_194922.1 cytochrome P450, family 82, subfamily C, polypeptide 4 [Arabidopsis thaliana]"
3,"Vitvi18g04176",0.31970374316371,-0.0565423507791912,"AT1G49760","PAB8",77.778,"NP_564554.1 poly(A) binding protein 8 [Arabidopsis thaliana]"
3,"Vitvi12g04185",0.31782987450605,-0.0563764023777724,"AT4G03230","",45.814,"NP_001329572.1 G-type lectin S-receptor-like Serine/Threonine-kiNAse [Arabidopsis thaliana]"
3,"Vitvi16g04012",0.290392029658186,0.0538880348183329,"AT3G18370","ATSYTF",42.324,"NP_566607.1 C2 domain-containing protein [Arabidopsis thaliana]"
3,"Vitvi18g02180",0.285853595153514,-0.0534652779992318,"AT5G17680","",39.85,"NP_197270.1 disease resistance protein (TIR-NBS-LRR class) [Arabidopsis thaliana]"
3,"Vitvi14g00668",0.276879646001272,0.0526193544241348,"AT4G05320","UBQ10",98.906,"NP_849301.4 polyubiquitin 10 [Arabidopsis thaliana]"
3,"Vitvi08g04284",0.274060779714671,-0.0523508146751005,"AT3G52500","",42.013,"NP_566966.1 Eukaryotic aspartyl protease family protein [Arabidopsis thaliana]"
3,"Vitvi04g04012",0.267919429132301,0.0517609340267639,"AT5G25930","",42.216,"NP_197965.1 kiNAse family with leucine-rich repeat domain-containing protein [Arabidopsis thaliana]"
3,"Vitvi08g02397",0.260054583749571,-0.0509955472320448,"AT3G14470","",33.089,"NP_188065.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana]"
3,"Vitvi16g01733",0.252316968259985,0.0502311624651456,"AT2G31900","XIF",71.282,"NP_001323601.1 myosin-like protein XIF [Arabidopsis thaliana]"
3,"Vitvi08g02249",0.246261309228032,-0.0496247225914697,"AT3G52500","",40.94,"NP_566966.1 Eukaryotic aspartyl protease family protein [Arabidopsis thaliana]"
3,"Vitvi12g02621",0.236039115597196,-0.0485838569482906,"AT3G54630","",43.7,"NP_191024.1 kinetochore protein [Arabidopsis thaliana]"
3,"Vitvi05g04494",0.233785254684302,-0.0483513448297255,"AT3G46710","",29.957,"NP_190255.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana]"
3,"Vitvi01g00083",0.232366792264892,-0.0482044388272379,"AT3G07040","RPM1",31.636,"NP_187360.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana]"
3,"Vitvi09g01592",0.228521662317323,0.0478039394106095,"AT5G06220","",29.426,"NP_001330150.1 LETM1-like protein [Arabidopsis thaliana]"
3,"Vitvi01g04132",0.222706342961529,0.0471917729018024,"","",NA,"a match not found in blastP with e-value<0.000001"
3,"Vitvi17g01380",0.220644197605747,-0.0469727790965946,"AT2G29420","GSTU7",48.869,"NP_180503.1 glutathione S-transferase tau 7 [Arabidopsis thaliana]"
3,"Vitvi12g04548",0.21968108026324,0.0468701483103307,"AT1G35710","",47.187,"NP_174809.1 kiNAse family with leucine-rich repeat domain-containing protein [Arabidopsis thaliana]"
3,"Vitvi08g04290",0.218945200863155,-0.0467915805314541,"AT3G52500","",44.017,"NP_566966.1 Eukaryotic aspartyl protease family protein [Arabidopsis thaliana]"
3,"Vitvi07g02362",0.215403867675415,0.0464116222163603,"","",NA,"a match not found in blastP with e-value<0.000001"
3,"Vitvi18g04656",0.206205890906625,-0.0454098988004406,"AT5G17680","",31.029,"NP_197270.1 disease resistance protein (TIR-NBS-LRR class) [Arabidopsis thaliana]"
3,"Vitvi00g04449",0.204877534870201,0.0452633996591287,"AT2G22910","NAGS1",70.518,"NP_179875.2 N-acetyl-l-glutamate synthase 1 [Arabidopsis thaliana]"
3,"Vitvi07g00807",0.19979944580538,0.0446989312853652,"AT5G48850","ATSDI1",63.481,"NP_199696.2 Tetratricopeptide repeat (TPR)-like superfamily protein [Arabidopsis thaliana]"
3,"Vitvi12g04518",0.197203137537062,0.04440755988985,"AT3G14470","",46.405,"NP_188065.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana]"
3,"Vitvi04g01233",0.193980935714378,-0.0440432668763772,"AT3G50740","UGT72E1",46.256,"NP_566938.1 UDP-glucosyl transferase 72E1 [Arabidopsis thaliana]"
3,"Vitvi13g04038",0.192452866375917,-0.043869450233154,"AT5G05260","CYP79A2",58.333,"NP_568153.2 phenylalanine N-monooxygeNAse-like protein [Arabidopsis thaliana]"
3,"Vitvi18g04640",0.192325534006168,-0.0438549351847849,"AT5G44870","LAZ5",33.793,"NP_001331726.1 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana]"
3,"Vitvi04g02226",0.191944615439382,-0.043811484275174,"AT5G60900","RLK1",35.366,"NP_001318851.1 receptor-like protein kiNAse 1 [Arabidopsis thaliana]"
3,"Vitvi18g04646",0.191380491628949,0.0437470560871185,"AT5G45230","",29.167,"NP_199336.1 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana]"
3,"Vitvi03g04050",0.191245284842258,0.0437316001127626,"AT3G46530","RPP13",35.127,"NP_190237.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana]"
4,"Vitvi18g04752",0.700626299990854,0.0837034228685335,"AT4G12010","",35.281,"NP_192938.1 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana]"
4,"Vitvi08g00700",0.513121510013034,0.0716325003062879,"AT5G09900","EMB2107",61.446,"NP_974758.1 26S proteasome regulatory subunit, putative (RPN5) [Arabidopsis thaliana]"
4,"Vitvi12g04076",0.466574388587824,0.0683062507086887,"AT4G03500","",37.069,"NP_001328395.1 Ankyrin repeat family protein [Arabidopsis thaliana]"
4,"Vitvi07g00055",0.437516418454063,-0.0661450238834383,"AT1G04220","KCS2",55.427,"NP_171918.1 3-ketoacyl-CoA synthase 2 [Arabidopsis thaliana]"
4,"Vitvi18g02180",0.390517658452296,0.0624914120861655,"AT5G17680","",39.85,"NP_197270.1 disease resistance protein (TIR-NBS-LRR class) [Arabidopsis thaliana]"
4,"Vitvi12g02015",0.380788524701246,0.0617080646837385,"AT5G09900","EMB2107",57.303,"NP_974758.1 26S proteasome regulatory subunit, putative (RPN5) [Arabidopsis thaliana]"
4,"Vitvi05g04385",0.379105513766738,-0.0615715448699103,"","",NA,"a match not found in blastP with e-value<0.000001"
4,"Vitvi03g01782",0.37552141173955,-0.0612798018713793,"AT1G55990","",37.342,"NP_175995.1 glycine-rich protein [Arabidopsis thaliana]"
4,"Vitvi07g02362",0.368978601555955,-0.0607436088453719,"","",NA,"a match not found in blastP with e-value<0.000001"
4,"Vitvi05g00529",0.357346283815469,-0.0597784479403295,"AT3G22620","",44.393,"NP_566713.1 BifunctioNAl inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Arabidopsis thaliana]"
4,"Vitvi18g02720",0.352196298868013,0.0593461286747512,"AT4G31940","CYP82C4",54.528,"NP_194922.1 cytochrome P450, family 82, subfamily C, polypeptide 4 [Arabidopsis thaliana]"
4,"Vitvi03g04391",0.339520731286907,-0.0582684075024285,"","",NA,"a match not found in blastP with e-value<0.000001"
4,"Vitvi08g01299",0.338703512189356,-0.0581982398521945,"AT3G09220","LAC7",63.67,"NP_187533.1 laccase 7 [Arabidopsis thaliana]"
4,"Vitvi15g00643",0.317558671778844,-0.0563523443859121,"AT1G65680","EXPB2",67.47,"NP_564860.3 expansin B2 [Arabidopsis thaliana]"
