# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "32" "-p" "-B" "-C" "-t" "exon" "-g" "exon_id" "-a" "/scratch/USERNAME/Athal/TAIR10ref/Arabidopsis_thaliana.TAIR10.63.gff3" "-o" "/scratch/USERNAME/Athal/froussios2019_samples_from1_to14.counts.tsv" "/scratch/USERNAME/Athal/ERR1811888_Sample_1/ERR1811888_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811889_Sample_2/ERR1811889_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811890_Sample_3/ERR1811890_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811891_Sample_4/ERR1811891_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811892_Sample_5/ERR1811892_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811893_Sample_6/ERR1811893_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811894_Sample_7/ERR1811894_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811900_Sample_8/ERR1811900_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811901_Sample_9/ERR1811901_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811895_Sample_10/ERR1811895_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811896_Sample_11/ERR1811896_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811897_Sample_12/ERR1811897_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811898_Sample_13/ERR1811898_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811899_Sample_14/ERR1811899_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch/USERNAME/Athal/ERR1811888_Sample_1/ERR1811888_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811889_Sample_2/ERR1811889_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811890_Sample_3/ERR1811890_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811891_Sample_4/ERR1811891_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811892_Sample_5/ERR1811892_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811893_Sample_6/ERR1811893_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811894_Sample_7/ERR1811894_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811900_Sample_8/ERR1811900_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811901_Sample_9/ERR1811901_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811895_Sample_10/ERR1811895_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811896_Sample_11/ERR1811896_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811897_Sample_12/ERR1811897_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811898_Sample_13/ERR1811898_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811899_Sample_14/ERR1811899_Aligned.sortedByCoord.out.bam
AT1G01030.2.exon2	1	12424	13173	-	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01030.2.exon1	1;1	13335;13335	13714;13714	-;-	380	36	54	45	10	49	67	27	53	52	81	59	65	21	40
AT1G01030.1.exon2	1	11649	13173	-	1525	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01040.1.exon1	1	23121	24451	+	1331	142	72	135	39	126	145	96	40	33	28	28	62	14	43
AT1G01040.1.exon2	1;1	24542;24542	24655;24655	+;+	114	30	18	27	11	36	31	35	9	2	2	13	26	7	15
AT1G01040.1.exon3	1;1	24752;24752	24962;24962	+;+	211	91	73	115	33	130	140	92	38	42	45	33	64	10	44
AT1G01040.1.exon4	1;1	25041;25041	25435;25435	+;+	395	304	183	242	113	276	285	197	104	87	106	65	186	26	104
AT1G01040.1.exon5	1;1	25524;25524	25743;25743	+;+	220	100	76	79	63	139	108	79	45	40	57	37	64	10	48
AT1G01040.1.exon6	1;1	25825;25825	25997;25997	+;+	173	34	21	25	18	39	37	19	12	16	13	8	18	3	25
AT1G01040.1.exon7	1;1	26081;26081	26203;26203	+;+	123	25	24	19	9	18	29	13	11	13	8	9	16	1	14
AT1G01040.1.exon8	1;1	26292;26292	26452;26452	+;+	161	65	34	47	31	54	79	50	25	25	19	24	38	7	38
AT1G01040.1.exon9	1;1	26543;26543	26776;26776	+;+	234	159	84	104	74	105	136	110	43	56	45	35	74	17	57
AT1G01040.1.exon10	1;1	26862;26862	27012;27012	+;+	151	66	43	59	25	72	67	73	25	27	25	19	51	19	50
AT1G01040.1.exon11	1;1	27099;27099	27281;27281	+;+	183	83	77	94	49	103	97	74	34	33	27	44	78	13	63
AT1G01040.1.exon12	1	27372	27533	+	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01040.1.exon13	1;1	27618;27618	27713;27713	+;+	96	14	17	19	4	15	15	16	7	10	9	11	9	5	17
AT1G01040.1.exon14	1;1	27803;27803	28431;28431	+;+	629	492	343	439	181	449	509	363	213	236	219	179	352	47	265
AT1G01040.1.exon15	1;1	28708;28708	28805;28805	+;+	98	3	6	13	1	4	8	4	5	5	2	3	12	2	8
AT1G01040.1.exon16	1;1	28890;28890	29080;29080	+;+	191	66	45	55	26	70	59	46	55	33	41	35	56	15	58
AT1G01040.1.exon17	1;1	29160;29160	30065;30065	+;+	906	582	552	541	292	596	634	435	430	362	376	353	488	110	399
AT1G01040.1.exon18	1;1	30147;30147	30311;30311	+;+	165	38	45	41	9	43	38	29	52	36	40	19	45	8	34
AT1G01040.1.exon19	1;1	30410;30410	30816;30816	+;+	407	216	219	194	120	236	237	163	184	164	142	124	215	42	151
AT1G01040.1.exon20	1	30902	31227	+	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01040.2.exon1	1	23416	24451	+	1036	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01040.2.exon12	1	27372	27536	+	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01040.2.exon20	1	30902	31120	+	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03993.1.exon1	1	23312	24099	-	788	0	0	0	0	0	0	0	0	0	0	0	0	0	0
at1g01046.exon	1	28500	28706	+	207	30	28	39	4	31	38	26	32	21	13	12	29	9	34
AT1G01050.1.exon9	1	31170	31424	-	255	125	113	94	30	130	151	97	56	56	86	67	98	41	89
AT1G01050.2.exon8	1;1	31521;31521	31602;31602	-;-	82	26	26	18	4	18	25	18	31	12	21	14	28	6	14
AT1G01050.2.exon7	1;1	31693;31693	31813;31813	-;-	121	133	145	125	33	139	133	75	126	102	168	151	182	68	180
AT1G01050.2.exon6	1;1	31933;31933	31998;31998	-;-	66	13	19	8	4	18	9	8	9	18	17	13	7	4	11
AT1G01050.2.exon5	1;1	32088;32088	32195;32195	-;-	108	49	60	34	16	60	50	24	56	38	67	46	75	24	60
AT1G01050.2.exon4	1;1	32282;32282	32347;32347	-;-	66	8	2	6	0	6	3	2	4	10	9	3	8	1	7
AT1G01050.2.exon3	1;1	32431;32431	32459;32459	-;-	29	4	0	3	0	6	4	1	2	6	3	2	4	1	2
AT1G01050.2.exon2	1;1	32547;32547	32670;32670	-;-	124	67	87	89	15	106	83	60	116	88	111	102	108	27	105
AT1G01050.1.exon1	1	33029	33171	-	143	30	25	32	7	35	31	21	23	20	18	12	22	6	20
AT1G01050.2.exon9	1	31382	31424	-	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01050.2.exon1	1	32839	33009	-	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03997.1.exon1	1	32727	33009	+	283	3	4	2	0	5	1	4	2	1	1	5	2	2	6
AT1G01060.6.exon10	1	33365	33589	-	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01060.6.exon9	1;1	33981;33981	34327;34327	-;-	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01060.5.exon8	1;1;1;1;1;1;1	34401;34401;34401;34401;34401;34401;34401	35474;35474;35474;35474;35474;35474;35474	-;-;-;-;-;-;-	1074	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01060.5.exon7	1;1;1;1;1;1;1;1	35567;35567;35567;35567;35567;35567;35567;35567	35647;35647;35647;35647;35647;35647;35647;35647	-;-;-;-;-;-;-;-	81	0	1	0	0	0	0	1	6	6	2	3	3	2	1
AT1G01060.5.exon6	1;1	35730;35730	35999;35999	-;-	270	0	1	0	0	0	0	0	0	0	1	0	0	0	0
AT1G01060.5.exon5	1;1	36090;36090	36171;36171	-;-	82	0	0	0	0	1	0	0	0	0	2	4	0	0	0
AT1G01060.5.exon4	1;1	36624;36624	36685;36685	-;-	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01060.5.exon3	1;1	36810;36810	36921;36921	-;-	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01060.5.exon2	1;1	37023;37023	37203;37203	-;-	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01060.5.exon1	1;1	37373;37373	37871;37871	-;-	499	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01060.3.exon10	1	33379	33589	-	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01060.7.exon5	1;1;1;1;1;1	35730;35730;35730;35730;35730;35730	35963;35963;35963;35963;35963;35963	-;-;-;-;-;-	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01060.7.exon4	1;1;1;1;1;1	36624;36624;36624;36624;36624;36624	36685;36685;36685;36685;36685;36685	-;-;-;-;-;-	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01060.7.exon3	1;1;1;1;1;1	36810;36810;36810;36810;36810;36810	36921;36921;36921;36921;36921;36921	-;-;-;-;-;-	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01060.1.exon3	1;1;1;1	37023;37023;37023;37023	37203;37203;37203;37203	-;-;-;-	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01060.1.exon2	1;1;1	37373;37373;37373	37398;37398;37398	-;-;-	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01060.3.exon1	1	37569	37757	-	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01060.7.exon8	1;1	33662;33662	34327;34327	-;-	666	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01060.1.exon1	1	37569	37840	-	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01060.7.exon2	1	37023	37398	-	376	0	1	1	0	0	0	0	1	0	2	0	2	0	0
AT1G01060.7.exon1	1	37569	37871	-	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01060.2.exon8	1;1	33666;33666	34327;34327	-;-	662	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01060.2.exon1	1	37373	37780	-	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01060.4.exon8	1	34401	35471	-	1071	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01060.4.exon1	1	37569	37780	-	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01060.5.exon9	1;1	33967;33967	34327;34327	-;-	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01060.8.exon1	1	37023	37230	-	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01070.1.exon6	1	38444	39054	-	611	2	4	2	0	0	2	0	2	4	3	2	4	0	0
AT1G01070.2.exon4	1;1	39136;39136	39287;39287	-;-	152	11	15	6	3	12	10	1	15	17	21	22	18	3	22
AT1G01070.2.exon3	1;1	39409;39409	39814;39814	-;-	406	74	81	47	15	54	93	44	120	84	103	78	122	37	140
AT1G01070.2.exon2	1;1	40213;40213	40329;40329	-;-	117	2	4	6	0	7	5	2	10	5	11	15	17	2	10
AT1G01070.1.exon2	1	40473	40535	-	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01070.1.exon1	1	40675	41017	-	343	0	2	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01070.2.exon5	1	38752	39054	-	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01070.2.exon1	1	40473	40945	-	473	2	0	1	0	0	0	1	0	0	0	0	2	1	0
AT1G04003.1.exon1	1	43087	43295	-	209	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01080.1.exon4	1	44970	45559	-	590	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01080.1.exon3	1;1	45646;45646	45954;45954	-;-	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01080.1.exon2	1;1;1	46044;46044;46044	46145;46145;46145	-;-;-	102	36	38	33	1	22	30	17	19	37	40	17	39	17	47
AT1G01080.1.exon1	1;1	46376;46376	47059;47059	-;-	684	0	1	0	0	1	0	0	0	0	0	0	0	0	0
AT1G01080.3.exon3	1	44970	45954	-	985	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01080.2.exon4	1	45296	45559	-	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01080.2.exon1	1	46373	47019	-	647	0	3	0	0	1	0	2	0	0	1	1	1	1	1
AT1G01090.1.exon3	1	47234	47982	-	749	1614	1549	1466	508	1440	1390	949	1412	1328	1516	1195	1843	510	1320
AT1G01090.1.exon2	1	48075	48852	-	778	2247	2456	1905	759	2085	1726	1323	2477	2177	2619	2250	2852	835	2613
AT1G01090.1.exon1	1	48936	49304	-	369	812	760	816	344	645	514	519	638	617	873	627	885	221	715
AT1G01100.2.exon4	1	49909	50337	-	429	33	25	27	11	29	23	16	31	19	16	22	22	7	22
AT1G01100.2.exon3	1;1;1	50419;50419;50419	50631;50631;50631	-;-;-	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01100.2.exon2	1;1;1;1	50883;50883;50883;50883	50963;50963;50963;50963	-;-;-;-	81	35	37	23	9	38	35	21	61	59	28	43	85	25	54
AT1G01100.2.exon1	1	51126	51210	-	85	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AT1G01100.1.exon4	1;1;1	50090;50090;50090	50337;50337;50337	-;-;-	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01100.1.exon1	1	51064	51108	-	45	6	14	12	1	6	14	2	9	11	6	5	6	3	12
AT1G01100.4.exon1	1	51123	51187	-	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01100.3.exon4	1	50419	50447	-	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01100.3.exon3	1	50496	50631	-	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01100.3.exon1	1	51126	51197	-	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01110.2.exon1	1	51953	52346	+	394	0	0	0	0	0	0	2	0	0	0	0	0	0	1
AT1G01110.2.exon2	1	52434	52730	+	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01110.2.exon3	1	52938	53183	+	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01110.2.exon4	1;1	53484;53484	53624;53624	+;+	141	5	10	7	9	10	9	6	22	13	12	13	21	7	21
AT1G01110.2.exon5	1	53703	54737	+	1035	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01110.1.exon1	1	52061	52730	+	670	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01110.1.exon2	1	52938	53183	+	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01110.1.exon4	1	53703	54689	+	987	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01120.1.exon1	1	57164	59215	-	2052	3142	3096	2714	862	3528	3732	2663	5342	3534	4272	4870	5181	3177	6210
AT1G01130.1.exon3	1	61905	61949	-	45	0	0	1	0	2	0	3	0	0	0	0	0	0	0
AT1G01130.1.exon2	1	62050	62124	-	75	1	0	0	0	2	0	1	0	0	4	2	0	0	0
AT1G01130.1.exon1	1	63557	63811	-	255	83	81	88	40	153	166	121	76	59	112	115	135	55	135
AT1G01140.1.exon14	1	64166	64475	-	310	0	1	1	0	0	1	1	0	0	0	0	0	0	0
AT1G01140.2.exon13	1;1	64582;64582	64656;64656	-;-	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01140.2.exon12	1;1;1	64751;64751;64751	64807;64807;64807	-;-;-	57	40	48	46	20	81	48	68	54	66	44	55	55	26	72
AT1G01140.2.exon11	1;1;1	64901;64901;64901	65017;65017;65017	-;-;-	117	170	153	175	75	329	268	212	189	245	217	194	286	101	265
AT1G01140.2.exon10	1;1;1	65110;65110;65110	65217;65217;65217	-;-;-	108	93	83	70	28	152	113	107	169	115	131	90	130	54	146
AT1G01140.2.exon9	1;1;1	65331;65331;65331	65456;65456;65456	-;-;-	126	209	168	259	105	358	247	263	261	273	298	220	294	122	300
AT1G01140.2.exon8	1;1;1	65563;65563;65563	65652;65652;65652	-;-;-	90	80	37	80	29	106	57	47	80	62	62	55	105	30	86
AT1G01140.1.exon7	1;1	65739;65739	65864;65864	-;-	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01140.2.exon6	1;1;1	66107;66107;66107	66160;66160;66160	-;-;-	54	52	38	45	10	65	36	42	55	64	84	37	42	20	56
AT1G01140.2.exon5	1;1;1	66262;66262;66262	66342;66342;66342	-;-;-	81	81	62	54	12	91	58	34	109	76	84	40	68	39	56
AT1G01140.2.exon4	1;1;1	66450;66450;66450	66557;66557;66557	-;-;-	108	92	80	78	26	203	87	79	160	100	128	115	149	51	111
AT1G01140.2.exon3	1;1;1	66678;66678;66678	66749;66749;66749	-;-;-	72	90	44	31	7	84	56	29	120	63	94	64	72	33	62
AT1G01140.2.exon2	1;1;1	66835;66835;66835	66897;66897;66897	-;-;-	63	98	72	60	11	130	55	50	93	92	69	50	68	39	52
AT1G01140.1.exon1	1	67324	67774	-	451	1	0	0	0	2	0	2	0	0	0	0	0	0	0
AT1G01140.2.exon14	1;1	64167;64167	64475;64475	-;-	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01140.2.exon7	1	65733	65864	-	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01140.2.exon1	1;1	67324;67324	67625;67625	-;-	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01140.3.exon13	1	64570	64656	-	87	0	0	4	1	0	2	0	1	2	3	0	2	0	0
AT1G01150.1.exon4	1	69911	70285	-	375	1	1	0	0	1	0	2	0	0	0	0	0	0	0
AT1G01150.1.exon3	1	70840	70968	-	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01150.3.exon2	1;1;1	71041;71041;71041	71721;71721;71721	-;-;-	681	5	4	2	2	11	4	7	2	0	1	8	2	0	8
AT1G01150.3.exon1	1;1;1	71942;71942;71942	72138;72138;72138	-;-;-	197	2	2	1	0	2	0	0	1	0	0	0	0	0	2
AT1G01150.2.exon4	1	70035	70233	-	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01150.2.exon3	1	70896	70968	-	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01150.3.exon3	1	70619	70968	-	350	0	0	0	0	2	0	1	0	0	0	0	0	0	0
AT1G01160.1.exon1	1	72339	72669	+	331	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AT1G01160.2.exon3	1;1	73087;73087	73163;73163	+;+	77	10	16	11	1	14	10	3	11	8	14	11	14	3	9
AT1G01160.2.exon4	1;1	73287;73287	73395;73395	+;+	109	53	68	61	34	72	45	28	63	50	47	38	68	27	66
AT1G01160.2.exon5	1;1	73488;73488	73740;73740	+;+	253	413	473	374	228	357	408	292	308	242	390	294	437	161	409
AT1G01160.2.exon6	1;1	73822;73822	74096;74096	+;+	275	68	72	68	23	61	66	34	64	58	57	88	80	39	88
AT1G01160.2.exon1	1	72357	72669	+	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01160.2.exon2	1	72915	73016	+	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04007.1.exon1	1	72646	73108	-	463	84	78	86	21	98	80	52	55	60	74	107	77	44	80
AT1G01170.2.exon3	1;1	73931;73931	74250;74250	-;-	320	826	905	790	296	1012	935	671	1005	922	1358	1198	1411	452	1135
AT1G01170.2.exon2	1	74338	74449	-	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01170.2.exon1	1	74661	74731	-	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01170.1.exon2	1	74338	74455	-	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01170.1.exon1	1	74661	74737	-	77	1	1	0	0	1	0	0	0	0	0	0	0	0	0
AT1G04013.1.exon1	1	74435	74683	+	249	71	87	62	19	95	87	29	60	50	68	35	66	22	55
