#node	identifier	category	term ID	term description
ACD6	3702.Q8LPS2	GO Process	GO:0002831	Regulation of response to biotic stimulus
ACD6	3702.Q8LPS2	GO Process	GO:0002833	Positive regulation of response to biotic stimulus
ACD6	3702.Q8LPS2	GO Process	GO:0006807	Nitrogen compound metabolic process
ACD6	3702.Q8LPS2	GO Process	GO:0006950	Response to stress
ACD6	3702.Q8LPS2	GO Process	GO:0006952	Defense response
ACD6	3702.Q8LPS2	GO Process	GO:0008152	Metabolic process
ACD6	3702.Q8LPS2	GO Process	GO:0008219	Cell death
ACD6	3702.Q8LPS2	GO Process	GO:0009266	Response to temperature stimulus
ACD6	3702.Q8LPS2	GO Process	GO:0009314	Response to radiation
ACD6	3702.Q8LPS2	GO Process	GO:0009409	Response to cold
ACD6	3702.Q8LPS2	GO Process	GO:0009416	Response to light stimulus
ACD6	3702.Q8LPS2	GO Process	GO:0009605	Response to external stimulus
ACD6	3702.Q8LPS2	GO Process	GO:0009607	Response to biotic stimulus
ACD6	3702.Q8LPS2	GO Process	GO:0009615	Response to virus
ACD6	3702.Q8LPS2	GO Process	GO:0009617	Response to bacterium
ACD6	3702.Q8LPS2	GO Process	GO:0009628	Response to abiotic stimulus
ACD6	3702.Q8LPS2	GO Process	GO:0009751	Response to salicylic acid
ACD6	3702.Q8LPS2	GO Process	GO:0009966	Regulation of signal transduction
ACD6	3702.Q8LPS2	GO Process	GO:0009987	Cellular process
ACD6	3702.Q8LPS2	GO Process	GO:0010033	Response to organic substance
ACD6	3702.Q8LPS2	GO Process	GO:0010646	Regulation of cell communication
ACD6	3702.Q8LPS2	GO Process	GO:0014070	Response to organic cyclic compound
ACD6	3702.Q8LPS2	GO Process	GO:0016567	Protein ubiquitination
ACD6	3702.Q8LPS2	GO Process	GO:0019538	Protein metabolic process
ACD6	3702.Q8LPS2	GO Process	GO:0023051	Regulation of signaling
ACD6	3702.Q8LPS2	GO Process	GO:0031347	Regulation of defense response
ACD6	3702.Q8LPS2	GO Process	GO:0031349	Positive regulation of defense response
ACD6	3702.Q8LPS2	GO Process	GO:0032101	Regulation of response to external stimulus
ACD6	3702.Q8LPS2	GO Process	GO:0032103	Positive regulation of response to external stimulus
ACD6	3702.Q8LPS2	GO Process	GO:0032446	Protein modification by small protein conjugation
ACD6	3702.Q8LPS2	GO Process	GO:0036211	Protein modification process
ACD6	3702.Q8LPS2	GO Process	GO:0042221	Response to chemical
ACD6	3702.Q8LPS2	GO Process	GO:0042742	Defense response to bacterium
ACD6	3702.Q8LPS2	GO Process	GO:0043170	Macromolecule metabolic process
ACD6	3702.Q8LPS2	GO Process	GO:0043207	Response to external biotic stimulus
ACD6	3702.Q8LPS2	GO Process	GO:0043412	Macromolecule modification
ACD6	3702.Q8LPS2	GO Process	GO:0044238	Primary metabolic process
ACD6	3702.Q8LPS2	GO Process	GO:0044419	Biological process involved in interspecies interaction between organisms
ACD6	3702.Q8LPS2	GO Process	GO:0048518	Positive regulation of biological process
ACD6	3702.Q8LPS2	GO Process	GO:0048583	Regulation of response to stimulus
ACD6	3702.Q8LPS2	GO Process	GO:0048584	Positive regulation of response to stimulus
ACD6	3702.Q8LPS2	GO Process	GO:0050789	Regulation of biological process
ACD6	3702.Q8LPS2	GO Process	GO:0050794	Regulation of cellular process
ACD6	3702.Q8LPS2	GO Process	GO:0050826	Response to freezing
ACD6	3702.Q8LPS2	GO Process	GO:0050896	Response to stimulus
ACD6	3702.Q8LPS2	GO Process	GO:0051707	Response to other organism
ACD6	3702.Q8LPS2	GO Process	GO:0051716	Cellular response to stimulus
ACD6	3702.Q8LPS2	GO Process	GO:0065007	Biological regulation
ACD6	3702.Q8LPS2	GO Process	GO:0070647	Protein modification by small protein conjugation or removal
ACD6	3702.Q8LPS2	GO Process	GO:0070887	Cellular response to chemical stimulus
ACD6	3702.Q8LPS2	GO Process	GO:0071310	Cellular response to organic substance
ACD6	3702.Q8LPS2	GO Process	GO:0071407	Cellular response to organic cyclic compound
ACD6	3702.Q8LPS2	GO Process	GO:0071446	Cellular response to salicylic acid stimulus
ACD6	3702.Q8LPS2	GO Process	GO:0071704	Organic substance metabolic process
ACD6	3702.Q8LPS2	GO Process	GO:0080134	Regulation of response to stress
ACD6	3702.Q8LPS2	GO Process	GO:0098542	Defense response to other organism
ACD6	3702.Q8LPS2	GO Process	GO:1900150	Regulation of defense response to fungus
ACD6	3702.Q8LPS2	GO Process	GO:1900424	Regulation of defense response to bacterium
ACD6	3702.Q8LPS2	GO Process	GO:1900426	Positive regulation of defense response to bacterium
ACD6	3702.Q8LPS2	GO Process	GO:1901564	Organonitrogen compound metabolic process
ACD6	3702.Q8LPS2	GO Process	GO:1901700	Response to oxygen-containing compound
ACD6	3702.Q8LPS2	GO Process	GO:1901701	Cellular response to oxygen-containing compound
ACD6	3702.Q8LPS2	GO Process	GO:1902288	Regulation of defense response to oomycetes
ACD6	3702.Q8LPS2	GO Process	GO:1902290	Positive regulation of defense response to oomycetes
ACD6	3702.Q8LPS2	GO Process	GO:2000031	Regulation of salicylic acid mediated signaling pathway
ACD6	3702.Q8LPS2	GO Component	GO:0005622	Intracellular anatomical structure
ACD6	3702.Q8LPS2	GO Component	GO:0005737	Cytoplasm
ACD6	3702.Q8LPS2	GO Component	GO:0005783	Endoplasmic reticulum
ACD6	3702.Q8LPS2	GO Component	GO:0005789	Endoplasmic reticulum membrane
ACD6	3702.Q8LPS2	GO Component	GO:0005886	Plasma membrane
ACD6	3702.Q8LPS2	GO Component	GO:0005887	Integral component of plasma membrane
ACD6	3702.Q8LPS2	GO Component	GO:0012505	Endomembrane system
ACD6	3702.Q8LPS2	GO Component	GO:0016020	Membrane
ACD6	3702.Q8LPS2	GO Component	GO:0016021	Integral component of membrane
ACD6	3702.Q8LPS2	GO Component	GO:0030176	Integral component of endoplasmic reticulum membrane
ACD6	3702.Q8LPS2	GO Component	GO:0031090	Organelle membrane
ACD6	3702.Q8LPS2	GO Component	GO:0031224	Intrinsic component of membrane
ACD6	3702.Q8LPS2	GO Component	GO:0031226	Intrinsic component of plasma membrane
ACD6	3702.Q8LPS2	GO Component	GO:0031227	Intrinsic component of endoplasmic reticulum membrane
ACD6	3702.Q8LPS2	GO Component	GO:0031300	Intrinsic component of organelle membrane
ACD6	3702.Q8LPS2	GO Component	GO:0031301	Integral component of organelle membrane
ACD6	3702.Q8LPS2	GO Component	GO:0031984	Organelle subcompartment
ACD6	3702.Q8LPS2	GO Component	GO:0042175	Nuclear outer membrane-endoplasmic reticulum membrane network
ACD6	3702.Q8LPS2	GO Component	GO:0043226	Organelle
ACD6	3702.Q8LPS2	GO Component	GO:0043227	Membrane-bounded organelle
ACD6	3702.Q8LPS2	GO Component	GO:0043229	Intracellular organelle
ACD6	3702.Q8LPS2	GO Component	GO:0043231	Intracellular membrane-bounded organelle
ACD6	3702.Q8LPS2	GO Component	GO:0071944	Cell periphery
ACD6	3702.Q8LPS2	GO Component	GO:0098827	Endoplasmic reticulum subcompartment
ACD6	3702.Q8LPS2	GO Component	GO:0110165	Cellular anatomical entity
ACD6	3702.Q8LPS2	STRING clusters	CL:25998	Mixed, incl. WRKY transcription factor, plant, and Jasmonic acid signaling pathway
ACD6	3702.Q8LPS2	STRING clusters	CL:25999	Mixed, incl. Jasmonic acid signaling pathway, and alpha-Linolenic acid metabolism
ACD6	3702.Q8LPS2	STRING clusters	CL:26107	Mixed, incl. Regulation of systemic acquired resistance, and Systemic acquired resistance
ACD6	3702.Q8LPS2	STRING clusters	CL:26108	Mixed, incl. Regulatory protein NPR, central domain, and NPR1 interacting
ACD6	3702.Q8LPS2	STRING clusters	CL:26110	Mixed, incl. Regulatory protein NPR, central domain, and Response to xenobiotic stimulus
ACD6	3702.Q8LPS2	STRING clusters	CL:26112	Mixed, incl. Regulatory protein NPR, and Cullin
ACD6	3702.Q8LPS2	COMPARTMENTS	GOCC:0005622	Intracellular
ACD6	3702.Q8LPS2	COMPARTMENTS	GOCC:0005737	Cytoplasm
ACD6	3702.Q8LPS2	COMPARTMENTS	GOCC:0005783	Endoplasmic reticulum
ACD6	3702.Q8LPS2	COMPARTMENTS	GOCC:0005789	Endoplasmic reticulum membrane
ACD6	3702.Q8LPS2	COMPARTMENTS	GOCC:0005886	Plasma membrane
ACD6	3702.Q8LPS2	COMPARTMENTS	GOCC:0005887	Integral component of plasma membrane
ACD6	3702.Q8LPS2	COMPARTMENTS	GOCC:0012505	Endomembrane system
ACD6	3702.Q8LPS2	COMPARTMENTS	GOCC:0016020	Membrane
ACD6	3702.Q8LPS2	COMPARTMENTS	GOCC:0016021	Integral component of membrane
ACD6	3702.Q8LPS2	COMPARTMENTS	GOCC:0030176	Integral component of endoplasmic reticulum membrane
ACD6	3702.Q8LPS2	COMPARTMENTS	GOCC:0031090	Organelle membrane
ACD6	3702.Q8LPS2	COMPARTMENTS	GOCC:0031224	Intrinsic component of membrane
ACD6	3702.Q8LPS2	COMPARTMENTS	GOCC:0031226	Intrinsic component of plasma membrane
ACD6	3702.Q8LPS2	COMPARTMENTS	GOCC:0031227	Intrinsic component of endoplasmic reticulum membrane
ACD6	3702.Q8LPS2	COMPARTMENTS	GOCC:0031300	Intrinsic component of organelle membrane
ACD6	3702.Q8LPS2	COMPARTMENTS	GOCC:0031301	Integral component of organelle membrane
ACD6	3702.Q8LPS2	COMPARTMENTS	GOCC:0031984	Organelle subcompartment
ACD6	3702.Q8LPS2	COMPARTMENTS	GOCC:0042175	Nuclear outer membrane-endoplasmic reticulum membrane network
ACD6	3702.Q8LPS2	COMPARTMENTS	GOCC:0043226	Organelle
ACD6	3702.Q8LPS2	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
ACD6	3702.Q8LPS2	COMPARTMENTS	GOCC:0043229	Intracellular organelle
ACD6	3702.Q8LPS2	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle
ACD6	3702.Q8LPS2	COMPARTMENTS	GOCC:0071944	Cell periphery
ACD6	3702.Q8LPS2	COMPARTMENTS	GOCC:0098827	Endoplasmic reticulum subcompartment
ACD6	3702.Q8LPS2	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
ACD6	3702.Q8LPS2	UniProt Keywords	KW-0025	Alternative splicing
ACD6	3702.Q8LPS2	UniProt Keywords	KW-0040	ANK repeat
ACD6	3702.Q8LPS2	UniProt Keywords	KW-0256	Endoplasmic reticulum
ACD6	3702.Q8LPS2	UniProt Keywords	KW-0472	Membrane
ACD6	3702.Q8LPS2	UniProt Keywords	KW-0611	Plant defense
ACD6	3702.Q8LPS2	UniProt Keywords	KW-0677	Repeat
ACD6	3702.Q8LPS2	UniProt Keywords	KW-0812	Transmembrane
ACD6	3702.Q8LPS2	UniProt Keywords	KW-0832	Ubl conjugation
ACD6	3702.Q8LPS2	UniProt Keywords	KW-1003	Cell membrane
ACD6	3702.Q8LPS2	UniProt Keywords	KW-1133	Transmembrane helix
ACD6	3702.Q8LPS2	Pfam	PF13962	Domain of unknown function
ACD6	3702.Q8LPS2	InterPro	IPR002110	Ankyrin repeat
ACD6	3702.Q8LPS2	InterPro	IPR026961	PGG domain
ACD6	3702.Q8LPS2	InterPro	IPR036770	Ankyrin repeat-containing domain superfamily
ACD6	3702.Q8LPS2	SMART	SM00248	Ankyrin repeats
BAK1	3702.Q94F62	GO Process	GO:0006468	Protein phosphorylation
BAK1	3702.Q94F62	GO Process	GO:0006793	Phosphorus metabolic process
BAK1	3702.Q94F62	GO Process	GO:0006796	Phosphate-containing compound metabolic process
BAK1	3702.Q94F62	GO Process	GO:0006807	Nitrogen compound metabolic process
BAK1	3702.Q94F62	GO Process	GO:0006950	Response to stress
BAK1	3702.Q94F62	GO Process	GO:0006952	Defense response
BAK1	3702.Q94F62	GO Process	GO:0007154	Cell communication
BAK1	3702.Q94F62	GO Process	GO:0007165	Signal transduction
BAK1	3702.Q94F62	GO Process	GO:0007166	Cell surface receptor signaling pathway
BAK1	3702.Q94F62	GO Process	GO:0007167	Enzyme-linked receptor protein signaling pathway
BAK1	3702.Q94F62	GO Process	GO:0007178	Transmembrane receptor protein serine/threonine kinase signaling pathway
BAK1	3702.Q94F62	GO Process	GO:0008152	Metabolic process
BAK1	3702.Q94F62	GO Process	GO:0009987	Cellular process
BAK1	3702.Q94F62	GO Process	GO:0016310	Phosphorylation
BAK1	3702.Q94F62	GO Process	GO:0018108	Peptidyl-tyrosine phosphorylation
BAK1	3702.Q94F62	GO Process	GO:0018193	Peptidyl-amino acid modification
BAK1	3702.Q94F62	GO Process	GO:0018212	Peptidyl-tyrosine modification
BAK1	3702.Q94F62	GO Process	GO:0019538	Protein metabolic process
BAK1	3702.Q94F62	GO Process	GO:0023052	Signaling
BAK1	3702.Q94F62	GO Process	GO:0036211	Protein modification process
BAK1	3702.Q94F62	GO Process	GO:0043170	Macromolecule metabolic process
BAK1	3702.Q94F62	GO Process	GO:0043412	Macromolecule modification
BAK1	3702.Q94F62	GO Process	GO:0044237	Cellular metabolic process
BAK1	3702.Q94F62	GO Process	GO:0044238	Primary metabolic process
BAK1	3702.Q94F62	GO Process	GO:0050789	Regulation of biological process
BAK1	3702.Q94F62	GO Process	GO:0050794	Regulation of cellular process
BAK1	3702.Q94F62	GO Process	GO:0050896	Response to stimulus
BAK1	3702.Q94F62	GO Process	GO:0051716	Cellular response to stimulus
BAK1	3702.Q94F62	GO Process	GO:0065007	Biological regulation
BAK1	3702.Q94F62	GO Process	GO:0071704	Organic substance metabolic process
BAK1	3702.Q94F62	GO Process	GO:1901564	Organonitrogen compound metabolic process
BAK1	3702.Q94F62	GO Function	GO:0000166	Nucleotide binding
BAK1	3702.Q94F62	GO Function	GO:0003824	Catalytic activity
BAK1	3702.Q94F62	GO Function	GO:0004672	Protein kinase activity
BAK1	3702.Q94F62	GO Function	GO:0004674	Protein serine/threonine kinase activity
BAK1	3702.Q94F62	GO Function	GO:0004675	Transmembrane receptor protein serine/threonine kinase activity
BAK1	3702.Q94F62	GO Function	GO:0004713	Protein tyrosine kinase activity
BAK1	3702.Q94F62	GO Function	GO:0004714	Transmembrane receptor protein tyrosine kinase activity
BAK1	3702.Q94F62	GO Function	GO:0004888	Transmembrane signaling receptor activity
BAK1	3702.Q94F62	GO Function	GO:0005102	Signaling receptor binding
BAK1	3702.Q94F62	GO Function	GO:0005488	Binding
BAK1	3702.Q94F62	GO Function	GO:0005515	Protein binding
BAK1	3702.Q94F62	GO Function	GO:0005524	ATP binding
BAK1	3702.Q94F62	GO Function	GO:0016301	Kinase activity
BAK1	3702.Q94F62	GO Function	GO:0016740	Transferase activity
BAK1	3702.Q94F62	GO Function	GO:0016772	Transferase activity, transferring phosphorus-containing groups
BAK1	3702.Q94F62	GO Function	GO:0016773	Phosphotransferase activity, alcohol group as acceptor
BAK1	3702.Q94F62	GO Function	GO:0017076	Purine nucleotide binding
BAK1	3702.Q94F62	GO Function	GO:0019199	Transmembrane receptor protein kinase activity
BAK1	3702.Q94F62	GO Function	GO:0030554	Adenyl nucleotide binding
BAK1	3702.Q94F62	GO Function	GO:0032553	Ribonucleotide binding
BAK1	3702.Q94F62	GO Function	GO:0032555	Purine ribonucleotide binding
BAK1	3702.Q94F62	GO Function	GO:0032559	Adenyl ribonucleotide binding
BAK1	3702.Q94F62	GO Function	GO:0033612	Receptor serine/threonine kinase binding
BAK1	3702.Q94F62	GO Function	GO:0035639	Purine ribonucleoside triphosphate binding
BAK1	3702.Q94F62	GO Function	GO:0036094	Small molecule binding
BAK1	3702.Q94F62	GO Function	GO:0038023	Signaling receptor activity
BAK1	3702.Q94F62	GO Function	GO:0042802	Identical protein binding
BAK1	3702.Q94F62	GO Function	GO:0043167	Ion binding
BAK1	3702.Q94F62	GO Function	GO:0043168	Anion binding
BAK1	3702.Q94F62	GO Function	GO:0060089	Molecular transducer activity
BAK1	3702.Q94F62	GO Function	GO:0097159	Organic cyclic compound binding
BAK1	3702.Q94F62	GO Function	GO:0097367	Carbohydrate derivative binding
BAK1	3702.Q94F62	GO Function	GO:0106310	Protein serine kinase activity
BAK1	3702.Q94F62	GO Function	GO:0140096	Catalytic activity, acting on a protein
BAK1	3702.Q94F62	GO Function	GO:1901265	Nucleoside phosphate binding
BAK1	3702.Q94F62	GO Function	GO:1901363	Heterocyclic compound binding
BAK1	3702.Q94F62	GO Component	GO:0005622	Intracellular anatomical structure
BAK1	3702.Q94F62	GO Component	GO:0005737	Cytoplasm
BAK1	3702.Q94F62	GO Component	GO:0005768	Endosome
BAK1	3702.Q94F62	GO Component	GO:0005886	Plasma membrane
BAK1	3702.Q94F62	GO Component	GO:0010008	Endosome membrane
BAK1	3702.Q94F62	GO Component	GO:0012505	Endomembrane system
BAK1	3702.Q94F62	GO Component	GO:0012506	Vesicle membrane
BAK1	3702.Q94F62	GO Component	GO:0016020	Membrane
BAK1	3702.Q94F62	GO Component	GO:0016021	Integral component of membrane
BAK1	3702.Q94F62	GO Component	GO:0030659	Cytoplasmic vesicle membrane
BAK1	3702.Q94F62	GO Component	GO:0031090	Organelle membrane
BAK1	3702.Q94F62	GO Component	GO:0031224	Intrinsic component of membrane
BAK1	3702.Q94F62	GO Component	GO:0031410	Cytoplasmic vesicle
BAK1	3702.Q94F62	GO Component	GO:0031982	Vesicle
BAK1	3702.Q94F62	GO Component	GO:0043226	Organelle
BAK1	3702.Q94F62	GO Component	GO:0043227	Membrane-bounded organelle
BAK1	3702.Q94F62	GO Component	GO:0043229	Intracellular organelle
BAK1	3702.Q94F62	GO Component	GO:0043231	Intracellular membrane-bounded organelle
BAK1	3702.Q94F62	GO Component	GO:0071944	Cell periphery
BAK1	3702.Q94F62	GO Component	GO:0097708	Intracellular vesicle
BAK1	3702.Q94F62	GO Component	GO:0098588	Bounding membrane of organelle
BAK1	3702.Q94F62	GO Component	GO:0110165	Cellular anatomical entity
BAK1	3702.Q94F62	STRING clusters	CL:22145	Mixed, incl. Immune system process, and PUB protein, U-box domain, plant
BAK1	3702.Q94F62	STRING clusters	CL:22146	Mixed, incl. Immune system process, and PUB protein, U-box domain, plant
BAK1	3702.Q94F62	STRING clusters	CL:22147	Mixed, incl. LysM domain, and Elicitor peptide
BAK1	3702.Q94F62	STRING clusters	CL:22148	Mixed, incl. LysM domain, and Elicitor peptide
BAK1	3702.Q94F62	STRING clusters	CL:22149	Mixed, incl. LysM domain, and Elicitor peptide
BAK1	3702.Q94F62	STRING clusters	CL:22151	Mixed, incl. LysM domain, and Elicitor peptide
BAK1	3702.Q94F62	STRING clusters	CL:22152	Mixed, incl. LysM domain, and Detection of biotic stimulus
BAK1	3702.Q94F62	STRING clusters	CL:22153	Mixed, incl. Detection of bacterium, and Elongation factor Tu, domain 2
BAK1	3702.Q94F62	STRING clusters	CL:22156	Detection of bacterium, and Elongation factor Tu, domain 2
BAK1	3702.Q94F62	KEGG	ath04016	MAPK signaling pathway - plant
BAK1	3702.Q94F62	KEGG	ath04075	Plant hormone signal transduction
BAK1	3702.Q94F62	KEGG	ath04626	Plant-pathogen interaction
BAK1	3702.Q94F62	COMPARTMENTS	GOCC:0005886	Plasma membrane
BAK1	3702.Q94F62	COMPARTMENTS	GOCC:0005887	Integral component of plasma membrane
BAK1	3702.Q94F62	COMPARTMENTS	GOCC:0016020	Membrane
BAK1	3702.Q94F62	COMPARTMENTS	GOCC:0016021	Integral component of membrane
BAK1	3702.Q94F62	COMPARTMENTS	GOCC:0031224	Intrinsic component of membrane
BAK1	3702.Q94F62	COMPARTMENTS	GOCC:0031226	Intrinsic component of plasma membrane
BAK1	3702.Q94F62	COMPARTMENTS	GOCC:0032991	Protein-containing complex
BAK1	3702.Q94F62	COMPARTMENTS	GOCC:0043235	Receptor complex
BAK1	3702.Q94F62	COMPARTMENTS	GOCC:0044214	Spanning component of plasma membrane
BAK1	3702.Q94F62	COMPARTMENTS	GOCC:0071944	Cell periphery
BAK1	3702.Q94F62	COMPARTMENTS	GOCC:0089717	Spanning component of membrane
BAK1	3702.Q94F62	COMPARTMENTS	GOCC:0097136	Bcl-2 family protein complex
BAK1	3702.Q94F62	COMPARTMENTS	GOCC:0097145	BAK complex
BAK1	3702.Q94F62	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
BAK1	3702.Q94F62	UniProt Keywords	KW-0025	Alternative splicing
BAK1	3702.Q94F62	UniProt Keywords	KW-0067	ATP-binding
BAK1	3702.Q94F62	UniProt Keywords	KW-0325	Glycoprotein
BAK1	3702.Q94F62	UniProt Keywords	KW-0418	Kinase
BAK1	3702.Q94F62	UniProt Keywords	KW-0433	Leucine-rich repeat
BAK1	3702.Q94F62	UniProt Keywords	KW-0472	Membrane
BAK1	3702.Q94F62	UniProt Keywords	KW-0547	Nucleotide-binding
BAK1	3702.Q94F62	UniProt Keywords	KW-0597	Phosphoprotein
BAK1	3702.Q94F62	UniProt Keywords	KW-0611	Plant defense
BAK1	3702.Q94F62	UniProt Keywords	KW-0675	Receptor
BAK1	3702.Q94F62	UniProt Keywords	KW-0677	Repeat
BAK1	3702.Q94F62	UniProt Keywords	KW-0723	Serine/threonine-protein kinase
BAK1	3702.Q94F62	UniProt Keywords	KW-0732	Signal
BAK1	3702.Q94F62	UniProt Keywords	KW-0808	Transferase
BAK1	3702.Q94F62	UniProt Keywords	KW-0812	Transmembrane
BAK1	3702.Q94F62	UniProt Keywords	KW-0829	Tyrosine-protein kinase
BAK1	3702.Q94F62	UniProt Keywords	KW-0967	Endosome
BAK1	3702.Q94F62	UniProt Keywords	KW-1003	Cell membrane
BAK1	3702.Q94F62	UniProt Keywords	KW-1015	Disulfide bond
BAK1	3702.Q94F62	UniProt Keywords	KW-1133	Transmembrane helix
BAK1	3702.Q94F62	Pfam	PF00560	Leucine Rich Repeat
BAK1	3702.Q94F62	Pfam	PF08263	Leucine rich repeat N-terminal domain
BAK1	3702.Q94F62	Pfam	PF13855	Leucine rich repeat
BAK1	3702.Q94F62	InterPro	IPR000719	Protein kinase domain
BAK1	3702.Q94F62	InterPro	IPR001611	Leucine-rich repeat
BAK1	3702.Q94F62	InterPro	IPR008271	Serine/threonine-protein kinase, active site
BAK1	3702.Q94F62	InterPro	IPR011009	Protein kinase-like domain superfamily
BAK1	3702.Q94F62	InterPro	IPR013210	Leucine-rich repeat-containing N-terminal, plant-type
BAK1	3702.Q94F62	InterPro	IPR017441	Protein kinase, ATP binding site
BAK1	3702.Q94F62	InterPro	IPR032675	Leucine-rich repeat domain superfamily
EDS1	3702.Q9SU72	GO Process	GO:0000302	Response to reactive oxygen species
EDS1	3702.Q9SU72	GO Process	GO:0000304	Response to singlet oxygen
EDS1	3702.Q9SU72	GO Process	GO:0001666	Response to hypoxia
EDS1	3702.Q9SU72	GO Process	GO:0002376	Immune system process
EDS1	3702.Q9SU72	GO Process	GO:0006629	Lipid metabolic process
EDS1	3702.Q9SU72	GO Process	GO:0006950	Response to stress
EDS1	3702.Q9SU72	GO Process	GO:0006952	Defense response
EDS1	3702.Q9SU72	GO Process	GO:0006955	Immune response
EDS1	3702.Q9SU72	GO Process	GO:0006979	Response to oxidative stress
EDS1	3702.Q9SU72	GO Process	GO:0007154	Cell communication
EDS1	3702.Q9SU72	GO Process	GO:0007165	Signal transduction
EDS1	3702.Q9SU72	GO Process	GO:0007275	Multicellular organism development
EDS1	3702.Q9SU72	GO Process	GO:0008152	Metabolic process
EDS1	3702.Q9SU72	GO Process	GO:0008219	Cell death
EDS1	3702.Q9SU72	GO Process	GO:0009605	Response to external stimulus
EDS1	3702.Q9SU72	GO Process	GO:0009607	Response to biotic stimulus
EDS1	3702.Q9SU72	GO Process	GO:0009617	Response to bacterium
EDS1	3702.Q9SU72	GO Process	GO:0009626	Plant-type hypersensitive response
EDS1	3702.Q9SU72	GO Process	GO:0009627	Systemic acquired resistance
EDS1	3702.Q9SU72	GO Process	GO:0009628	Response to abiotic stimulus
EDS1	3702.Q9SU72	GO Process	GO:0009653	Anatomical structure morphogenesis
EDS1	3702.Q9SU72	GO Process	GO:0009751	Response to salicylic acid
EDS1	3702.Q9SU72	GO Process	GO:0009838	Abscission
EDS1	3702.Q9SU72	GO Process	GO:0009862	Systemic acquired resistance, salicylic acid mediated signaling pathway
EDS1	3702.Q9SU72	GO Process	GO:0009863	Salicylic acid mediated signaling pathway
EDS1	3702.Q9SU72	GO Process	GO:0009987	Cellular process
EDS1	3702.Q9SU72	GO Process	GO:0010033	Response to organic substance
EDS1	3702.Q9SU72	GO Process	GO:0010035	Response to inorganic substance
EDS1	3702.Q9SU72	GO Process	GO:0010310	Regulation of hydrogen peroxide metabolic process
EDS1	3702.Q9SU72	GO Process	GO:0010618	Aerenchyma formation
EDS1	3702.Q9SU72	GO Process	GO:0010941	Regulation of cell death
EDS1	3702.Q9SU72	GO Process	GO:0010942	Positive regulation of cell death
EDS1	3702.Q9SU72	GO Process	GO:0012501	Programmed cell death
EDS1	3702.Q9SU72	GO Process	GO:0014070	Response to organic cyclic compound
EDS1	3702.Q9SU72	GO Process	GO:0019222	Regulation of metabolic process
EDS1	3702.Q9SU72	GO Process	GO:0023052	Signaling
EDS1	3702.Q9SU72	GO Process	GO:0031323	Regulation of cellular metabolic process
EDS1	3702.Q9SU72	GO Process	GO:0032501	Multicellular organismal process
EDS1	3702.Q9SU72	GO Process	GO:0032502	Developmental process
EDS1	3702.Q9SU72	GO Process	GO:0033554	Cellular response to stress
EDS1	3702.Q9SU72	GO Process	GO:0034050	Programmed cell death induced by symbiont
EDS1	3702.Q9SU72	GO Process	GO:0036293	Response to decreased oxygen levels
EDS1	3702.Q9SU72	GO Process	GO:0042221	Response to chemical
EDS1	3702.Q9SU72	GO Process	GO:0042742	Defense response to bacterium
EDS1	3702.Q9SU72	GO Process	GO:0043207	Response to external biotic stimulus
EDS1	3702.Q9SU72	GO Process	GO:0044238	Primary metabolic process
EDS1	3702.Q9SU72	GO Process	GO:0044403	Biological process involved in symbiotic interaction
EDS1	3702.Q9SU72	GO Process	GO:0044419	Biological process involved in interspecies interaction between organisms
EDS1	3702.Q9SU72	GO Process	GO:0045087	Innate immune response
EDS1	3702.Q9SU72	GO Process	GO:0048518	Positive regulation of biological process
EDS1	3702.Q9SU72	GO Process	GO:0048522	Positive regulation of cellular process
EDS1	3702.Q9SU72	GO Process	GO:0048646	Anatomical structure formation involved in morphogenesis
EDS1	3702.Q9SU72	GO Process	GO:0048856	Anatomical structure development
EDS1	3702.Q9SU72	GO Process	GO:0050789	Regulation of biological process
EDS1	3702.Q9SU72	GO Process	GO:0050794	Regulation of cellular process
EDS1	3702.Q9SU72	GO Process	GO:0050829	Defense response to Gram-negative bacterium
EDS1	3702.Q9SU72	GO Process	GO:0050896	Response to stimulus
EDS1	3702.Q9SU72	GO Process	GO:0051702	Biological process involved in interaction with symbiont
EDS1	3702.Q9SU72	GO Process	GO:0051707	Response to other organism
EDS1	3702.Q9SU72	GO Process	GO:0051716	Cellular response to stimulus
EDS1	3702.Q9SU72	GO Process	GO:0060866	Leaf abscission
EDS1	3702.Q9SU72	GO Process	GO:0065007	Biological regulation
EDS1	3702.Q9SU72	GO Process	GO:0070482	Response to oxygen levels
EDS1	3702.Q9SU72	GO Process	GO:0070887	Cellular response to chemical stimulus
EDS1	3702.Q9SU72	GO Process	GO:0071310	Cellular response to organic substance
EDS1	3702.Q9SU72	GO Process	GO:0071407	Cellular response to organic cyclic compound
EDS1	3702.Q9SU72	GO Process	GO:0071446	Cellular response to salicylic acid stimulus
EDS1	3702.Q9SU72	GO Process	GO:0071704	Organic substance metabolic process
EDS1	3702.Q9SU72	GO Process	GO:0098542	Defense response to other organism
EDS1	3702.Q9SU72	GO Process	GO:1901700	Response to oxygen-containing compound
EDS1	3702.Q9SU72	GO Process	GO:1901701	Cellular response to oxygen-containing compound
