bZIP53_F_Vitvi05g00108	2	100.000	14	0	0	2	15	2591593	2591606	9.0	28.2
bZIP53_F_Vitvi05g00108	2	100.000	14	0	0	9	22	9014401	9014414	9.0	28.2
bZIP53_F_Vitvi05g00108	13	100.000	14	0	0	9	22	18977849	18977862	9.0	28.2
bZIP53_F_Vitvi05g00108	13	100.000	14	0	0	9	22	19077602	19077615	9.0	28.2
bZIP53_F_Vitvi05g00108	13	100.000	14	0	0	9	22	19206002	19206015	9.0	28.2
bZIP53_F_Vitvi05g00108	13	100.000	14	0	0	9	22	19298426	19298439	9.0	28.2
bZIP53_F_Vitvi05g00108	13	100.000	14	0	0	9	22	19928861	19928874	9.0	28.2
bZIP53_F_Vitvi05g00108	13	100.000	14	0	0	9	22	20044871	20044884	9.0	28.2
bZIP53_F_Vitvi05g00108	12	100.000	14	0	0	4	17	3622531	3622544	9.0	28.2
bZIP53_F_Vitvi05g00108	10	100.000	14	0	0	9	22	3652371	3652384	9.0	28.2
bZIP53_F_Vitvi05g00108	10	100.000	14	0	0	9	22	8456915	8456928	9.0	28.2
bZIP53_R_Vitvi05g00108	5	100.000	22	0	0	1	22	1034564	1034543	1.51e-04	44.1
bZIP53_R_Vitvi05g00108	10	100.000	15	0	0	1	15	6094566	6094580	2.3	30.2
bZIP53_R_Vitvi05g00108	Un	100.000	14	0	0	5	18	7678066	7678053	9.0	28.2
bZIP53_R_Vitvi05g00108	19	100.000	14	0	0	8	21	9152496	9152483	9.0	28.2
bZIP53_R_Vitvi05g00108	14	100.000	14	0	0	9	22	14890975	14890962	9.0	28.2
bZIP53_R_Vitvi05g00108	8	100.000	14	0	0	9	22	9404810	9404797	9.0	28.2
bZIP53_R_Vitvi05g00108	8	100.000	14	0	0	9	22	9432503	9432490	9.0	28.2
bZIP53_R_Vitvi05g00108	7	100.000	14	0	0	5	18	20220559	20220546	9.0	28.2
bZIP53_R_Vitvi05g00108	7	100.000	14	0	0	5	18	20239870	20239857	9.0	28.2
