"PC","gene","contribution_pct","loading","TAIR10_locus_tag","Athal_common_name","Athal_homology_pct","Athal_TAIR10_homolog_description"
1,"Vitvi01g00710",0.150150279341678,-0.038749229584816,"AT1G60590","",65.193,"NP_564758.2 Pectin lyase-like superfamily protein [Arabidopsis thaliana]"
1,"Vitvi13g02005",0.148404612724651,-0.038523319265693,"AT3G46850","",50.809,"NP_566888.2 Subtilase family protein [Arabidopsis thaliana]"
1,"Vitvi12g00456",0.147778666442289,-0.0384419909008741,"AT2G04570","",62.5,"NP_178536.1 GDSL-like Lipase/Acylhydrolase superfamily protein [Arabidopsis thaliana]"
1,"Vitvi08g01686",0.14651994879808,-0.0382779242903897,"AT3G10185","",60.656,"NP_001319515.1 Gibberellin-regulated family protein [Arabidopsis thaliana]"
1,"Vitvi04g00307",0.1381978729349,-0.0371749745036765,"AT2G25810","TIP4;1",68.273,"NP_180152.1 tonoplast intrinsic protein 4;1 [Arabidopsis thaliana]"
1,"Vitvi07g04398",0.13597772375199,-0.0368751574575608,"","",NA,"a match not found in blastP with e-value<0.000001"
1,"Vitvi14g01952",0.131652928626659,-0.0362840086851852,"AT5G37820","NIP4;2",48.954,"NP_198598.1 NOD26-like intrinsic protein 4;2 [Arabidopsis thaliana]"
1,"Vitvi14g00146",0.131412883852688,-0.0362509150026158,"AT1G02816","",56.8,"NP_563664.1 pectinesterase (Protein of unknown function, DUF538) [Arabidopsis thaliana]"
1,"Vitvi11g00708",0.129384887007938,-0.0359701107876996,"AT4G31840","ENODL15",39.888,"NP_194912.1 early nodulin-like protein 15 [Arabidopsis thaliana]"
1,"Vitvi05g02156",0.128846748023881,0.0358952292127911,"AT4G03500","",26.917,"NP_001328395.1 Ankyrin repeat family protein [Arabidopsis thaliana]"
1,"Vitvi06g00119",0.12732148372513,-0.0356821361083007,"AT3G12120","FAD2",75.196,"NP_187819.1 fatty acid desaturase 2 [Arabidopsis thaliana]"
1,"Vitvi11g01075",0.126906354095062,-0.035623918102177,"AT4G10310","HKT1",48.093,"NP_567354.1 high-affinity K+ transporter 1 [Arabidopsis thaliana]"
1,"Vitvi07g00741",0.126694061385273,-0.0355941092577512,"AT4G28780","",70.845,"NP_194607.1 GDSL-like Lipase/Acylhydrolase superfamily protein [Arabidopsis thaliana]"
1,"Vitvi07g00351",0.126640169599299,-0.0355865381288064,"AT4G02320","",53.427,"NP_192141.1 Plant invertase/pectin methylesterase inhibitor superfamily [Arabidopsis thaliana]"
1,"Vitvi03g01500",0.125298240744108,-0.0353974915416485,"","",NA,"a match not found in blastP with e-value<0.000001"
1,"Vitvi18g00510",0.124962513094446,-0.0353500372127734,"AT1G09750","",66.667,"NP_563851.1 Eukaryotic aspartyl protease family protein [Arabidopsis thaliana]"
1,"Vitvi11g00016",0.122906555408944,-0.0350580312352169,"AT5G20860","",52.302,"NP_001331066.1 Plant invertase/pectin methylesterase inhibitor superfamily [Arabidopsis thaliana]"
1,"Vitvi10g01616",0.12199435121807,-0.0349276897630046,"AT1G11925","",55.952,"NP_683300.2 Stigma-specific Stig1 family protein [Arabidopsis thaliana]"
1,"Vitvi04g01424",0.120992821588373,-0.0347840224224245,"AT1G80160","GLYI7",56.757,"NP_565231.1 Lactoylglutathione lyase / glyoxalase I family protein [Arabidopsis thaliana]"
1,"Vitvi05g01950",0.119320330723702,0.0345427750367138,"","",NA,"a match not found in blastP with e-value<0.000001"
1,"Vitvi02g00303",0.118821511239988,-0.0344704962598434,"AT2G45970","CYP86A8",75.094,"NP_182121.1 cytochrome P450, family 86, subfamily A, polypeptide 8 [Arabidopsis thaliana]"
1,"Vitvi14g01381",0.118804730245206,-0.0344680620640624,"","",NA,"a match not found in blastP with e-value<0.000001"
1,"Vitvi14g02493",0.118618192300505,-0.0344409918992622,"AT1G02816","",55.782,"NP_563664.1 pectinesterase (Protein of unknown function, DUF538) [Arabidopsis thaliana]"
1,"Vitvi10g04092",0.118115282863006,0.034367904047673,"","",NA,"a match not found in blastP with e-value<0.000001"
1,"Vitvi13g01913",0.117968286742541,-0.0343465117213584,"AT5G59320","LTP3",36.842,"NP_568905.1 lipid transfer protein 3 [Arabidopsis thaliana]"
1,"Vitvi06g00639",0.116465597840171,-0.0341270563981382,"AT3G51860","CAX3",72.727,"NP_190754.2 cation exchanger 3 [Arabidopsis thaliana]"
1,"Vitvi06g00266",0.116162683828132,-0.0340826471724443,"AT5G60700","",81.779,"NP_001331468.1 glycosyltransferase family protein 2 [Arabidopsis thaliana]"
1,"Vitvi03g01760",0.115917334593215,-0.034046634869428,"AT3G46900","COPT2",30.645,"NP_190274.1 copper transporter 2 [Arabidopsis thaliana]"
1,"Vitvi18g00773",0.114713654933553,-0.0338694043250768,"AT5G67090","",47.266,"NP_569044.1 Subtilisin-like serine endopeptidase family protein [Arabidopsis thaliana]"
1,"Vitvi16g01144",0.11338976911465,-0.0336733973805214,"AT5G52860","ABCG8",71.791,"NP_200098.1 ABC-2 type transporter family protein [Arabidopsis thaliana]"
1,"Vitvi09g00593",0.112910639387813,-0.0336021784097122,"AT1G15360","SHN1",66.341,"NP_172988.1 Integrase-type DNA-binding superfamily protein [Arabidopsis thaliana]"
1,"Vitvi18g00422",0.112895593009995,-0.0335999394359566,"AT1G22400","UGT85A1",59.494,"NP_173656.1 UDP-Glycosyltransferase superfamily protein [Arabidopsis thaliana]"
1,"Vitvi05g00067",0.112570152536085,-0.0335514757553352,"AT1G70880","",32.743,"NP_177244.1 Polyketide cyclase/dehydrase and lipid transport superfamily protein [Arabidopsis thaliana]"
1,"Vitvi03g00537",0.112510740256405,-0.0335426206871801,"AT3G19320","",57.808,"NP_188563.1 Leucine-rich repeat (LRR) family protein [Arabidopsis thaliana]"
1,"Vitvi14g00029",0.112028733195105,-0.0334706936281735,"AT1G11910","APA1",63.333,"NP_172655.1 aspartic proteiNAse A1 [Arabidopsis thaliana]"
1,"Vitvi11g01098",0.110762388507986,-0.0332809838358162,"AT2G06925","PLA2-ALPHA",71.333,"NP_565337.1 Phospholipase A2 family protein [Arabidopsis thaliana]"
1,"Vitvi06g01346",0.109792643341701,-0.0331349729653882,"AT2G36830","GAMMA-TIP",73.705,"NP_181221.1 gamma tonoplast intrinsic protein [Arabidopsis thaliana]"
1,"Vitvi03g01388",0.10862126082628,-0.0329577397323117,"AT2G21140","PRP2",45.215,"NP_179710.1 proline-rich protein 2 [Arabidopsis thaliana]"
1,"Vitvi03g00312",0.108386673779839,0.0329221314285451,"","",NA,"a match not found in blastP with e-value<0.000001"
1,"Vitvi03g01763",0.107581633388265,-0.032799639234032,"AT3G46900","COPT2",27.273,"NP_190274.1 copper transporter 2 [Arabidopsis thaliana]"
2,"Vitvi08g01235",1.12707103807697,0.106163601958344,"AT3G21420","LBO1",40.116,"NP_566685.1 2-oxoglutarate (2OG) and Fe(II)-dependent oxygeNAse superfamily protein [Arabidopsis thaliana]"
2,"Vitvi18g04752",1.06491940683651,0.103194932377347,"AT4G12010","",35.281,"NP_192938.1 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana]"
2,"Vitvi12g02066",0.784811934401908,0.088589611941915,"AT4G27190","",28.821,"NP_194449.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana]"
2,"Vitvi12g04076",0.688416285415397,0.0829708554502964,"AT4G03500","",37.069,"NP_001328395.1 Ankyrin repeat family protein [Arabidopsis thaliana]"
2,"Vitvi18g04003",0.658082328952905,0.0811222736955089,"AT1G16150","WAKL4",45.559,"NP_001319018.1 wall associated kiNAse-like 4 [Arabidopsis thaliana]"
2,"Vitvi07g02323",0.651470079640593,0.0807136964610464,"AT3G51850","CPK13",78.947,"NP_001326349.1 calcium-dependent protein kiNAse 13 [Arabidopsis thaliana]"
2,"Vitvi16g01546",0.621700463045418,0.0788479843144654,"AT4G36550","",37.179,"NP_195373.6 ARM repeat superfamily protein [Arabidopsis thaliana]"
2,"Vitvi18g02720",0.610642820253265,0.0781436382729436,"AT4G31940","CYP82C4",54.528,"NP_194922.1 cytochrome P450, family 82, subfamily C, polypeptide 4 [Arabidopsis thaliana]"
2,"Vitvi12g04563",0.607045219290338,0.0779131066824022,"","",NA,"a match not found in blastP with e-value<0.000001"
2,"Vitvi18g02451",0.595805122347703,0.0771884137903937,"AT5G23960","TPS21",42.593,"NP_001190374.1 terpene synthase 21 [Arabidopsis thaliana]"
2,"Vitvi18g02180",0.59250014576143,0.076974031059925,"AT5G17680","",39.85,"NP_197270.1 disease resistance protein (TIR-NBS-LRR class) [Arabidopsis thaliana]"
2,"Vitvi18g04176",0.568601656861773,0.0754056799493098,"AT1G49760","PAB8",77.778,"NP_564554.1 poly(A) binding protein 8 [Arabidopsis thaliana]"
2,"Vitvi01g01751",0.557478494474732,0.0746644824849629,"AT3G51550","FER",55.06,"NP_190723.1 Malectin/receptor-like protein kiNAse family protein [Arabidopsis thaliana]"
2,"Vitvi12g04185",0.521244209973306,0.0721972444054,"AT4G03230","",45.814,"NP_001329572.1 G-type lectin S-receptor-like Serine/Threonine-kiNAse [Arabidopsis thaliana]"
2,"Vitvi12g04630",0.51004928167113,0.0714177346092083,"AT4G26090","RPS2",25.683,"NP_194339.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana]"
2,"Vitvi19g04259",0.506557940483506,0.0711728839154005,"AT5G35810","",30.592,"NP_198430.1 Ankyrin repeat family protein [Arabidopsis thaliana]"
2,"Vitvi10g01679",0.475799227160034,0.0689782014233507,"","",NA,"a match not found in blastP with e-value<0.000001"
2,"Vitvi04g04009",0.471048840158677,0.0686329979061586,"AT5G25930","",61.29,"NP_197965.1 kiNAse family with leucine-rich repeat domain-containing protein [Arabidopsis thaliana]"
2,"Vitvi07g00890",0.455496251503347,0.0674904624005013,"AT3G07040","RPM1",32.585,"NP_187360.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana]"
2,"Vitvi09g01214",0.434007080802133,-0.0658792137781055,"AT3G47570","",46.223,"NP_566892.1 Leucine-rich repeat protein kiNAse family protein [Arabidopsis thaliana]"
2,"Vitvi10g04088",0.409655854283269,0.0640043634671316,"","",NA,"a match not found in blastP with e-value<0.000001"
2,"Vitvi06g04173",0.403127064109462,0.0634922880442548,"AT2G29150","",66.406,"NP_180479.1 NAD(P)-binding Rossmann-fold superfamily protein [Arabidopsis thaliana]"
2,"Vitvi07g04167",0.383542910634832,-0.0619308413179437,"AT4G30380","",52.756,"NP_001328443.1 Barwin-related endoglucaNAse [Arabidopsis thaliana]"
2,"Vitvi12g04548",0.373719450681692,-0.0611325977430775,"AT1G35710","",47.187,"NP_174809.1 kiNAse family with leucine-rich repeat domain-containing protein [Arabidopsis thaliana]"
2,"Vitvi18g03383",0.352842265740281,0.0594005274168741,"AT5G17680","",39.983,"NP_197270.1 disease resistance protein (TIR-NBS-LRR class) [Arabidopsis thaliana]"
2,"Vitvi07g02362",0.352528994248831,-0.0593741521412164,"","",NA,"a match not found in blastP with e-value<0.000001"
2,"Vitvi10g04044",0.3255755633274,0.0570592291682424,"AT4G04770","ABCI8",79.141,"NP_192386.1 ATP binding cassette protein 1 [Arabidopsis thaliana]"
2,"Vitvi04g00997",0.316945216776865,0.0562978877735981,"AT5G33370","",77.551,"NP_198322.1 GDSL-like Lipase/Acylhydrolase superfamily protein [Arabidopsis thaliana]"
2,"Vitvi17g01380",0.313299759003706,0.0559731863487962,"AT2G29420","GSTU7",48.869,"NP_180503.1 glutathione S-transferase tau 7 [Arabidopsis thaliana]"
2,"Vitvi04g04011",0.305854761640193,0.055304137425711,"AT5G25930","",63.429,"NP_197965.1 kiNAse family with leucine-rich repeat domain-containing protein [Arabidopsis thaliana]"
2,"Vitvi05g01579",0.304879880350428,-0.0552159288928864,"AT3G54420","EP3",64.835,"NP_191010.1 homolog of carrot EP3-3 chitiNAse [Arabidopsis thaliana]"
2,"Vitvi12g04108",0.297253261703407,-0.0545209374188859,"","",NA,"a match not found in blastP with e-value<0.000001"
2,"Vitvi14g00668",0.284968677894699,-0.053382457595609,"AT4G05320","UBQ10",98.906,"NP_849301.4 polyubiquitin 10 [Arabidopsis thaliana]"
2,"Vitvi02g00056",0.284595970488363,-0.0533475370085971,"AT1G13130","",41.847,"NP_172772.2 Cellulase (glycosyl hydrolase family 5) protein [Arabidopsis thaliana]"
2,"Vitvi06g01097",0.279939587484712,0.0529093174672205,"AT5G17050","UGT78D2",47.651,"NP_197207.1 UDP-glucosyl transferase 78D2 [Arabidopsis thaliana]"
2,"Vitvi18g04004",0.27870078946757,0.0527921196266612,"AT1G21270","WAK2",28.662,"NP_173549.1 wall-associated kiNAse 2 [Arabidopsis thaliana]"
2,"Vitvi15g04604",0.269187411106641,0.0518832739046642,"AT2G22590","",44,"NP_565540.4 UDP-Glycosyltransferase superfamily protein [Arabidopsis thaliana]"
2,"Vitvi13g01468",0.268343400828999,0.0518018726330428,"AT3G14470","",40.205,"NP_188065.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana]"
2,"Vitvi04g04010",0.266615819015393,0.0516348544120533,"AT5G25930","",68.519,"NP_197965.1 kiNAse family with leucine-rich repeat domain-containing protein [Arabidopsis thaliana]"
2,"Vitvi13g04528",0.266517997185412,0.0516253810819263,"AT3G14470","",40.472,"NP_188065.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana]"
2,"Vitvi12g02565",0.262891771549899,0.0512729725635153,"AT2G45180","",62.222,"NP_566036.1 BifunctioNAl inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Arabidopsis thaliana]"
2,"Vitvi12g04597",0.260896694302559,-0.0510780475647375,"AT4G26090","RPS2",29.442,"NP_194339.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana]"
2,"Vitvi15g04461",0.249964968100789,-0.0499964966873469,"","",NA,"a match not found in blastP with e-value<0.000001"
2,"Vitvi12g02318",0.243090439765124,-0.0493042026368061,"AT4G03500","",39.967,"NP_001328395.1 Ankyrin repeat family protein [Arabidopsis thaliana]"
2,"Vitvi12g04607",0.239873261448516,-0.0489768579482715,"AT4G26090","RPS2",25.328,"NP_194339.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana]"
2,"Vitvi09g01592",0.238476445567146,-0.048834050166574,"AT5G06220","",29.426,"NP_001330150.1 LETM1-like protein [Arabidopsis thaliana]"
2,"Vitvi18g04642",0.233062010997018,0.0482764964550057,"AT4G19510","",30.896,"NP_001328450.1 Disease resistance protein (TIR-NBS-LRR class) [Arabidopsis thaliana]"
2,"Vitvi12g00036",0.229130499250377,0.0478675776753302,"AT1G06520","GPAT1",58.673,"NP_563768.1 glycerol-3-phosphate acyltransferase 1 [Arabidopsis thaliana]"
2,"Vitvi08g04284",0.225419005762017,0.0474783114444919,"AT3G52500","",42.013,"NP_566966.1 Eukaryotic aspartyl protease family protein [Arabidopsis thaliana]"
2,"Vitvi05g02170",0.219570203416952,-0.0468583187296506,"AT4G03500","",31.103,"NP_192259.1 Ankyrin repeat family protein [Arabidopsis thaliana]"
3,"Vitvi04g04012",0.748403083751485,-0.0865102932460343,"AT5G25930","",42.216,"NP_197965.1 kiNAse family with leucine-rich repeat domain-containing protein [Arabidopsis thaliana]"
3,"Vitvi08g02249",0.568565095320262,0.0754032555875582,"AT3G52500","",40.94,"NP_566966.1 Eukaryotic aspartyl protease family protein [Arabidopsis thaliana]"
3,"Vitvi16g00787",0.46372373106793,-0.0680972636063983,"AT5G43470","RPP8",30.215,"NP_851124.1 Disease resistance protein (CC-NBS-LRR class) family [Arabidopsis thaliana]"
3,"Vitvi12g00368",0.462817103277661,-0.0680306624455223,"AT5G41060","",42.268,"NP_198922.1 DHHC-type zinc finger family protein [Arabidopsis thaliana]"
3,"Vitvi11g01446",0.458116830776852,-0.0676843283764308,"AT5G20230","BCB",46.032,"NP_197523.1 blue-copper-binding protein [Arabidopsis thaliana]"
3,"Vitvi03g00500",0.379642366664185,-0.0616151253073614,"AT4G34410","RRTF1",47.826,"NP_195167.1 redox responsive transcription factor 1 [Arabidopsis thaliana]"
3,"Vitvi13g04325",0.369251898609406,0.060766100632623,"","",NA,"a match not found in blastP with e-value<0.000001"
3,"Vitvi08g02288",0.351350730053037,0.0592748454281441,"AT2G36780","",52.12,"NP_181216.1 UDP-Glycosyltransferase superfamily protein [Arabidopsis thaliana]"
3,"Vitvi04g04018",0.34941047341941,-0.0591109527430755,"AT5G25930","",47.706,"NP_197965.1 kiNAse family with leucine-rich repeat domain-containing protein [Arabidopsis thaliana]"
3,"Vitvi11g00460",0.347237815079842,0.0589268881818684,"AT5G16970","AER",49.856,"NP_197199.1 alkeNAl reductase [Arabidopsis thaliana]"
3,"Vitvi00g04728",0.341062633293723,0.0584005679162217,"AT2G33800","EMB3113",59.14,"NP_180936.1 Ribosomal protein S5 family protein [Arabidopsis thaliana]"
3,"Vitvi08g01528",0.339389300123328,-0.0582571283297871,"AT3G52970","CYP76G1",44.622,"NP_190865.2 cytochrome P450, family 76, subfamily G, polypeptide 1 [Arabidopsis thaliana]"
3,"Vitvi02g00407",0.338711071344164,-0.0581988892801369,"AT1G63030","ddf2",51.923,"NP_176491.1 Integrase-type DNA-binding superfamily protein [Arabidopsis thaliana]"
3,"Vitvi04g01233",0.335491234927824,0.0579216052028795,"AT3G50740","UGT72E1",46.256,"NP_566938.1 UDP-glucosyl transferase 72E1 [Arabidopsis thaliana]"
3,"Vitvi19g01610",0.332836547476964,-0.0576919879599381,"AT3G14470","",33.534,"NP_188065.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana]"
3,"Vitvi12g04517",0.327880223866363,-0.0572608263882354,"","",NA,"a match not found in blastP with e-value<0.000001"
3,"Vitvi12g04108",0.309737395606159,0.0556540560611856,"","",NA,"a match not found in blastP with e-value<0.000001"
3,"Vitvi10g01585",0.297867677486489,0.0545772551056289,"AT4G05200","CRK25",45.561,"NP_001329426.1 cysteine-rich RLK (RECEPTOR-like protein kiNAse) 25 [Arabidopsis thaliana]"
3,"Vitvi01g01990",0.290076506966772,0.0538587510964348,"AT1G14870","PCR2",63.194,"NP_172940.1 PLANT CADMIUM RESISTANCE 2 [Arabidopsis thaliana]"
3,"Vitvi06g04250",0.280188139737043,0.0529328007701314,"AT3G23580","RNR2A",88.525,"NP_189000.1 ribonucleotide reductase 2A [Arabidopsis thaliana]"
3,"Vitvi08g01434",0.278154579806286,-0.0527403621343545,"AT3G52600","CWINV2",63.021,"NP_190828.2 cell wall invertase 2 [Arabidopsis thaliana]"
3,"Vitvi16g04012",0.269947681407927,-0.051956489624293,"AT3G18370","ATSYTF",42.324,"NP_566607.1 C2 domain-containing protein [Arabidopsis thaliana]"
3,"Vitvi04g02226",0.268391973567594,0.0518065607396973,"AT5G60900","RLK1",35.366,"NP_001318851.1 receptor-like protein kiNAse 1 [Arabidopsis thaliana]"
3,"Vitvi05g00198",0.265386962832687,-0.0515157221469996,"AT3G18610","NUC-L2",43.85,"NP_001325664.1 nucleolin like 2 [Arabidopsis thaliana]"
3,"Vitvi18g04752",0.258697209051214,0.0508622855415694,"AT4G12010","",35.281,"NP_192938.1 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana]"
3,"Vitvi04g04354",0.255515176446395,0.0505485090231547,"AT3G11480","BSMT1",49.819,"NP_187755.2 S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [Arabidopsis thaliana]"
3,"Vitvi14g01046",0.248106325795483,-0.0498102726147411,"AT5G03490","",51.316,"NP_195969.1 UDP-Glycosyltransferase superfamily protein [Arabidopsis thaliana]"
3,"Vitvi16g00041",0.245377537541712,-0.0495355970532012,"AT1G64940","CYP89A6",54.633,"NP_176674.1 cytochrome P450, family 87, subfamily A, polypeptide 6 [Arabidopsis thaliana]"
3,"Vitvi15g01574",0.242421555106885,0.0492363234926091,"AT3G61790","",57.471,"NP_567118.1 Protein with RING/U-box and TRAF-like domain [Arabidopsis thaliana]"
3,"Vitvi19g04572",0.241208189938802,-0.0491129504243842,"","",NA,"a match not found in blastP with e-value<0.000001"
3,"Vitvi12g04607",0.237197397677513,0.0487029154853704,"AT4G26090","RPS2",25.328,"NP_194339.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana]"
3,"Vitvi11g00045",0.235274574355729,-0.0485051104890741,"AT1G19210","",55.051,"NP_173355.3 Integrase-type DNA-binding superfamily protein [Arabidopsis thaliana]"
3,"Vitvi05g04506",0.22651871492004,0.0475939822792798,"AT5G45480","",44.268,"NP_199361.1 transmembrane protein, putative (DUF594) [Arabidopsis thaliana]"
3,"Vitvi03g04450",0.22218756152416,0.047136775613544,"AT1G50200","ALATS",54.795,"NP_175439.2 Alanyl-tRNA synthetase [Arabidopsis thaliana]"
3,"Vitvi06g04249",0.213189460624712,0.0461724442308085,"AT3G23580","RNR2A",59.292,"NP_189000.1 ribonucleotide reductase 2A [Arabidopsis thaliana]"
3,"Vitvi05g01579",0.209702942419276,0.0457933338401209,"AT3G54420","EP3",64.835,"NP_191010.1 homolog of carrot EP3-3 chitiNAse [Arabidopsis thaliana]"
3,"Vitvi08g02051",0.207074700455903,-0.0455054612608094,"AT2G35930","PUB23",58.173,"NP_181137.2 plant U-box 23 [Arabidopsis thaliana]"
3,"Vitvi06g04156",0.203659109411795,-0.0451286061619229,"AT4G17870","PYR1",62.667,"NP_193521.1 Polyketide cyclase/dehydrase and lipid transport superfamily protein [Arabidopsis thaliana]"
3,"Vitvi01g02254",0.20286120773431,0.0450401163113851,"AT2G34930","",42.921,"NP_181039.1 disease resistance family protein / LRR family protein [Arabidopsis thaliana]"
3,"Vitvi13g01638",0.202362838761101,-0.0449847572807836,"AT3G14470","",37.378,"NP_188065.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana]"
3,"Vitvi11g00825",0.201717928303837,-0.0449130190817582,"AT5G57770","",58.853,"NP_200585.3 auxin caNAlization protein (DUF828) [Arabidopsis thaliana]"
3,"Vitvi04g01325",0.197690315298068,0.0444623790746815,"AT1G47260","GAMMANACA2",70.588,"NP_175159.1 gamma carbonic anhydrase 2 [Arabidopsis thaliana]"
3,"Vitvi05g04232",0.192569484461505,0.0438827397118166,"AT4G05200","CRK25",33.071,"NP_192429.1 cysteine-rich RLK (RECEPTOR-like protein kiNAse) 25 [Arabidopsis thaliana]"
3,"Vitvi11g04251",0.192139670929384,0.0438337393943734,"AT1G42470","",79.487,"NP_001319159.1 Patched family protein [Arabidopsis thaliana]"
3,"Vitvi07g02362",0.183313381368575,-0.0428151119779658,"","",NA,"a match not found in blastP with e-value<0.000001"
3,"Vitvi08g02397",0.181341482880661,0.0425842086788824,"AT3G14470","",33.089,"NP_188065.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana]"
3,"Vitvi18g02584",0.180997519749549,-0.0425438032796257,"AT4G08950","EXO",69.667,"NP_192634.1 Phosphate-responsive 1 family protein [Arabidopsis thaliana]"
3,"Vitvi14g01128",0.179782105811278,-0.0424007200188014,"AT3G18280","",46.512,"NP_188456.1 BifunctioNAl inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Arabidopsis thaliana]"
3,"Vitvi04g00352",0.176496918814874,-0.0420115363697727,"AT5G25610","RD22",49.13,"NP_197943.1 BURP domain-containing protein [Arabidopsis thaliana]"
3,"Vitvi04g04011",0.17488942715452,-0.0418197832555981,"AT5G25930","",63.429,"NP_197965.1 kiNAse family with leucine-rich repeat domain-containing protein [Arabidopsis thaliana]"
4,"Vitvi08g00700",1.12826469706932,-0.106219804983313,"AT5G09900","EMB2107",61.446,"NP_974758.1 26S proteasome regulatory subunit, putative (RPN5) [Arabidopsis thaliana]"
4,"Vitvi12g02015",0.899899818955277,-0.0948630496534491,"AT5G09900","EMB2107",57.303,"NP_974758.1 26S proteasome regulatory subunit, putative (RPN5) [Arabidopsis thaliana]"
4,"Vitvi07g04276",0.690085824687451,-0.0830714045076553,"","",NA,"a match not found in blastP with e-value<0.000001"
4,"Vitvi04g01674",0.393525040875362,0.0627315742569371,"","",NA,"a match not found in blastP with e-value<0.000001"
4,"Vitvi07g00055",0.346370282721599,0.0588532312385309,"AT1G04220","KCS2",55.427,"NP_171918.1 3-ketoacyl-CoA synthase 2 [Arabidopsis thaliana]"
4,"Vitvi17g01564",0.3176760559722,-0.0563627586241305,"","",NA,"a match not found in blastP with e-value<0.000001"
4,"Vitvi16g00804",0.307083694338442,-0.0554151328012883,"AT1G25450","KCS5",46.953,"NP_173916.1 3-ketoacyl-CoA synthase 5 [Arabidopsis thaliana]"
4,"Vitvi03g01782",0.293551993856706,0.0541804387077758,"AT1G55990","",37.342,"NP_175995.1 glycine-rich protein [Arabidopsis thaliana]"
4,"Vitvi13g04038",0.280834365479657,0.0529938077023775,"AT5G05260","CYP79A2",58.333,"NP_568153.2 phenylalanine N-monooxygeNAse-like protein [Arabidopsis thaliana]"
4,"Vitvi10g01505",0.275081069151252,-0.0524481714792091,"AT3G57030","",49.689,"NP_191262.2 Calcium-dependent phosphotriesterase superfamily protein [Arabidopsis thaliana]"
4,"Vitvi05g04385",0.274372814914772,0.0523806085221212,"","",NA,"a match not found in blastP with e-value<0.000001"
4,"Vitvi05g00529",0.273624734294489,0.0523091516175218,"AT3G22620","",44.393,"NP_566713.1 BifunctioNAl inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Arabidopsis thaliana]"
4,"Vitvi16g01546",0.259270621466863,0.0509186234561444,"AT4G36550","",37.179,"NP_195373.6 ARM repeat superfamily protein [Arabidopsis thaliana]"
4,"Vitvi03g04391",0.258484626601121,0.0508413833998565,"","",NA,"a match not found in blastP with e-value<0.000001"
4,"Vitvi13g01159",0.258187861862603,0.0508121896657291,"AT5G65940","CHY1",52.419,"NP_201395.1 beta-hydroxyisobutyryl-CoA hydrolase 1 [Arabidopsis thaliana]"
