WRKY48_R_Vitvi05g00145	Vitvi07g01884_t004	100.000	13	0	0	4	16	2737	2725	4.5	26.3
WRKY48_R_Vitvi05g00145	Vitvi07g01884_t004	100.000	11	0	0	12	22	2929	2939	71	22.3
WRKY48_R_Vitvi05g00145	Vitvi04g00261_t001	100.000	13	0	0	9	21	640	652	4.5	26.3
WRKY48_R_Vitvi05g00145	Vitvi13g00685_t001	100.000	13	0	0	10	22	1043	1055	4.5	26.3
WRKY48_R_Vitvi05g00145	Vitvi18g00407_t001	100.000	13	0	0	10	22	233	221	4.5	26.3
WRKY48_R_Vitvi05g00145	Vitvi06g01781_t001	100.000	13	0	0	2	14	667	679	4.5	26.3
WRKY48_R_Vitvi05g00145	Vitvi06g01781_t001	100.000	11	0	0	12	22	496	506	71	22.3
WRKY48_R_Vitvi05g00145	Vitvi06g01781_t001	100.000	10	0	0	13	22	890	899	280	20.3
WRKY48_R_Vitvi05g00145	Vitvi18g03251_t001	100.000	13	0	0	7	19	206	218	4.5	26.3
WRKY48_R_Vitvi05g00145	Vitvi17g04343_t001	100.000	13	0	0	7	19	284	296	4.5	26.3
WRKY48_R_Vitvi05g00145	Vitvi03g01754_t001	100.000	13	0	0	7	19	230	242	4.5	26.3
WRKY48_R_Vitvi05g00145	Vitvi00g04408_t001	100.000	13	0	0	7	19	140	128	4.5	26.3
WRKY48_R_Vitvi05g00145	Vitvi07g02888_t001	100.000	13	0	0	7	19	284	296	4.5	26.3
WRKY48_R_Vitvi05g00145	Vitvi06g04285_t001	94.118	17	1	0	5	21	123	139	4.5	26.3
WRKY48_R_Vitvi05g00145	Vitvi02g04268_t001	100.000	13	0	0	9	21	658	670	4.5	26.3
defensin_F_Vitvi01g01476	Vitvi01g01476_t001	100.000	22	0	0	1	22	90	111	1.93e-05	44.1
defensin_F_Vitvi01g01476	Vitvi09g00996_t001	100.000	13	0	0	7	19	92	104	4.5	26.3
defensin_F_Vitvi01g01476	Vitvi19g01345_t001	100.000	13	0	0	2	14	1469	1457	4.5	26.3
defensin_F_Vitvi01g01476	Vitvi05g01683_t001	100.000	13	0	0	9	21	3184	3196	4.5	26.3
defensin_F_Vitvi01g01476	Vitvi14g04479_t001	94.118	17	1	0	5	21	195	211	4.5	26.3
defensin_F_Vitvi01g01476	Vitvi17g00705_t002	100.000	13	0	0	8	20	1776	1764	4.5	26.3
defensin_F_Vitvi01g01476	Vitvi17g00705_t001	100.000	13	0	0	8	20	1776	1764	4.5	26.3
defensin_F_Vitvi01g01476	Vitvi02g00626_t001	100.000	13	0	0	8	20	1603	1615	4.5	26.3
defensin_F_Vitvi01g01476	Vitvi02g00078_t001	100.000	12	0	0	11	22	551	562	18	24.3
defensin_F_Vitvi01g01476	Vitvi08g01318_t002	100.000	12	0	0	11	22	278	289	18	24.3
defensin_F_Vitvi01g01476	Vitvi08g01318_t001	100.000	12	0	0	11	22	467	478	18	24.3
defensin_F_Vitvi01g01476	Vitvi17g00874_t001	100.000	12	0	0	11	22	294	305	18	24.3
defensin_F_Vitvi01g01476	Vitvi04g00172_t001	100.000	12	0	0	10	21	1932	1943	18	24.3
defensin_F_Vitvi01g01476	Vitvi18g01520_t001	100.000	12	0	0	1	12	1679	1690	18	24.3
defensin_F_Vitvi01g01476	Vitvi18g00133_t001	100.000	12	0	0	9	20	38	49	18	24.3
defensin_F_Vitvi01g01476	Vitvi16g00798_t002	100.000	12	0	0	3	14	163	174	18	24.3
defensin_F_Vitvi01g01476	Vitvi16g00798_t001	100.000	12	0	0	3	14	163	174	18	24.3
defensin_F_Vitvi01g01476	Vitvi16g00625_t003	100.000	12	0	0	7	18	6239	6250	18	24.3
defensin_F_Vitvi01g01476	Vitvi16g00625_t001	100.000	12	0	0	7	18	6251	6262	18	24.3
defensin_F_Vitvi01g01476	Vitvi16g00625_t002	100.000	12	0	0	7	18	6221	6232	18	24.3
defensin_R_Vitvi01g01476	Vitvi01g01476_t001	100.000	21	0	0	1	21	202	182	6.69e-05	42.1
defensin_R_Vitvi01g01476	Vitvi04g04046_t001	100.000	16	0	0	3	18	81	66	0.064	32.2
defensin_R_Vitvi01g01476	Vitvi09g00520_t001	100.000	14	0	0	8	21	188	201	1.0	28.2
defensin_R_Vitvi01g01476	Vitvi18g01136_t001	100.000	14	0	0	7	20	824	811	1.0	28.2
defensin_R_Vitvi01g01476	Vitvi18g01136_t001	100.000	9	0	0	11	19	715	723	969	18.3
defensin_R_Vitvi01g01476	Vitvi06g00779_t001	100.000	13	0	0	9	21	1072	1060	4.0	26.3
defensin_R_Vitvi01g01476	Vitvi17g00444_t001	100.000	13	0	0	6	18	199	187	4.0	26.3
defensin_R_Vitvi01g01476	Vitvi17g00444_t002	100.000	13	0	0	6	18	199	187	4.0	26.3
defensin_R_Vitvi01g01476	Vitvi17g00444_t004	100.000	13	0	0	6	18	199	187	4.0	26.3
defensin_R_Vitvi01g01476	Vitvi17g00444_t003	100.000	13	0	0	6	18	199	187	4.0	26.3
defensin_R_Vitvi01g01476	Vitvi07g00538_t001	93.750	16	1	0	2	17	399	414	16	24.3
defensin_R_Vitvi01g01476	Vitvi07g00538_t001	100.000	10	0	0	11	20	297	306	245	20.3
defensin_R_Vitvi01g01476	Vitvi04g00360_t001	100.000	12	0	0	7	18	1467	1478	16	24.3
defensin_R_Vitvi01g01476	Vitvi05g01486_t001	100.000	12	0	0	3	14	3268	3279	16	24.3
defensin_R_Vitvi01g01476	Vitvi05g01486_t001	100.000	11	0	0	11	21	2062	2072	62	22.3
defensin_R_Vitvi01g01476	Vitvi13g01428_t001	100.000	12	0	0	10	21	398	409	16	24.3
defensin_R_Vitvi01g01476	Vitvi18g00163_t001	100.000	12	0	0	10	21	538	549	16	24.3
defensin_R_Vitvi01g01476	Vitvi00g04609_t001	93.750	16	1	0	3	18	166	151	16	24.3
defensin_R_Vitvi01g01476	Vitvi18g02221_t001	100.000	12	0	0	10	21	513	502	16	24.3
defensin_R_Vitvi01g01476	Vitvi18g02221_t002	100.000	12	0	0	10	21	513	502	16	24.3
defensin_R_Vitvi01g01476	Vitvi01g00636_t001	100.000	12	0	0	1	12	48	37	16	24.3
defensin_R_Vitvi01g01476	Vitvi02g00848_t001	100.000	12	0	0	6	17	1270	1259	16	24.3
defensin_R_Vitvi01g01476	Vitvi09g00776_t001	100.000	12	0	0	10	21	1095	1084	16	24.3
defensin_R_Vitvi01g01476	Vitvi09g00776_t001	100.000	9	0	0	10	18	938	930	969	18.3
bZIP53_F_Vitvi05g00108	Vitvi05g00108_t001	100.000	22	0	0	1	22	260	281	1.93e-05	44.1
bZIP53_F_Vitvi05g00108	Vitvi05g00108_t001	100.000	10	0	0	8	17	38	47	280	20.3
bZIP53_F_Vitvi05g00108	Vitvi18g04504_t001	100.000	14	0	0	9	22	270	257	1.1	28.2
bZIP53_F_Vitvi05g00108	Vitvi15g00637_t001	94.444	18	1	0	2	19	6870	6853	1.1	28.2
bZIP53_F_Vitvi05g00108	Vitvi15g00925_t001	100.000	14	0	0	9	22	130	143	1.1	28.2
bZIP53_F_Vitvi05g00108	Vitvi08g00292_t001	100.000	13	0	0	9	21	780	792	4.5	26.3
bZIP53_F_Vitvi05g00108	Vitvi08g00292_t001	100.000	11	0	0	3	13	553	563	71	22.3
bZIP53_F_Vitvi05g00108	Vitvi01g00669_t002	100.000	13	0	0	1	13	220	232	4.5	26.3
bZIP53_F_Vitvi05g00108	Vitvi01g00669_t001	100.000	13	0	0	1	13	220	232	4.5	26.3
bZIP53_F_Vitvi05g00108	Vitvi12g00367_t001	100.000	13	0	0	9	21	2760	2748	4.5	26.3
bZIP53_F_Vitvi05g00108	Vitvi13g04480_t001	94.118	17	1	0	1	17	8	24	4.5	26.3
bZIP53_F_Vitvi05g00108	Vitvi18g01849_t002	100.000	13	0	0	1	13	2433	2445	4.5	26.3
bZIP53_F_Vitvi05g00108	Vitvi18g00996_t001	100.000	13	0	0	2	14	747	735	4.5	26.3
bZIP53_F_Vitvi05g00108	Vitvi15g00952_t001	100.000	13	0	0	8	20	712	700	4.5	26.3
bZIP53_F_Vitvi05g00108	Vitvi17g00175_t001	100.000	13	0	0	8	20	1065	1053	4.5	26.3
bZIP53_F_Vitvi05g00108	Vitvi12g00694_t001	100.000	13	0	0	2	14	132	120	4.5	26.3
bZIP53_F_Vitvi05g00108	Vitvi05g02236_t001	100.000	12	0	0	3	14	351	340	18	24.3
bZIP53_F_Vitvi05g00108	Vitvi08g04200_t002	100.000	12	0	0	3	14	279	268	18	24.3
bZIP53_F_Vitvi05g00108	Vitvi08g04200_t001	100.000	12	0	0	3	14	357	346	18	24.3
bZIP53_F_Vitvi05g00108	Vitvi05g00604_t002	93.750	16	1	0	3	18	2325	2310	18	24.3
bZIP53_F_Vitvi05g00108	Vitvi05g00604_t001	93.750	16	1	0	3	18	2298	2283	18	24.3
bZIP53_F_Vitvi05g00108	Vitvi18g03104_t001	100.000	12	0	0	8	19	310	299	18	24.3
bZIP53_R_Vitvi05g00108	Vitvi05g00108_t001	100.000	22	0	0	1	22	400	379	1.93e-05	44.1
bZIP53_R_Vitvi05g00108	Vitvi19g00708_t001	100.000	14	0	0	8	21	62	75	1.1	28.2
bZIP53_R_Vitvi05g00108	Vitvi00g04488_t001	100.000	14	0	0	5	18	55	68	1.1	28.2
bZIP53_R_Vitvi05g00108	Vitvi07g04488_t001	100.000	14	0	0	5	18	55	68	1.1	28.2
bZIP53_R_Vitvi05g00108	Vitvi07g02500_t001	100.000	14	0	0	5	18	55	68	1.1	28.2
bZIP53_R_Vitvi05g00108	Vitvi07g02500_t002	100.000	14	0	0	5	18	55	68	1.1	28.2
bZIP53_R_Vitvi05g00108	Vitvi13g00709_t001	100.000	13	0	0	4	16	1926	1914	4.5	26.3
bZIP53_R_Vitvi05g00108	Vitvi02g01139_t001	100.000	13	0	0	8	20	492	504	4.5	26.3
bZIP53_R_Vitvi05g00108	Vitvi18g00964_t003	100.000	13	0	0	4	16	1200	1188	4.5	26.3
bZIP53_R_Vitvi05g00108	Vitvi18g00964_t001	100.000	13	0	0	4	16	1497	1485	4.5	26.3
bZIP53_R_Vitvi05g00108	Vitvi18g00964_t002	100.000	13	0	0	4	16	1200	1188	4.5	26.3
bZIP53_R_Vitvi05g00108	Vitvi09g04374_t001	100.000	13	0	0	8	20	363	375	4.5	26.3
bZIP53_R_Vitvi05g00108	Vitvi13g01425_t001	94.118	17	1	0	5	21	9	25	4.5	26.3
bZIP53_R_Vitvi05g00108	Vitvi16g01082_t001	100.000	13	0	0	5	17	341	353	4.5	26.3
bZIP53_R_Vitvi05g00108	Vitvi07g00096_t001	100.000	13	0	0	10	22	363	375	4.5	26.3
bZIP53_R_Vitvi05g00108	Vitvi08g00956_t001	100.000	13	0	0	4	16	1091	1103	4.5	26.3
bZIP53_R_Vitvi05g00108	Vitvi08g00956_t002	100.000	13	0	0	4	16	731	743	4.5	26.3
bZIP53_R_Vitvi05g00108	Vitvi07g00091_t001	100.000	13	0	0	10	22	384	396	4.5	26.3
bZIP53_R_Vitvi05g00108	Vitvi03g00425_t002	100.000	13	0	0	1	13	775	763	4.5	26.3
bZIP53_R_Vitvi05g00108	Vitvi03g00425_t001	100.000	13	0	0	1	13	775	763	4.5	26.3
